ID,Sexo,Idade,TempTrab,FatDecCar,FatDecCarOut,FaseCarreira,CarreiraInvestimento,CarreiraInvestimentoOutro,PlanejCarreira01,PlanejCarreira02,PlanejCarreira03,PlanejCarreira04,PlanejCarreira05,PlanejCarreira06,PlanejCarreira07,PlanejCarreiraoutro,PalavraCarreira,PalavraCarreiraOutro,Mudança,MudançaVezes,EstadoCivil,EstadoCivilOutro,Filhos,QuantosFilhos,Renda,OrientaçãoSexual,OrientaçãoSexualOutro,Escolaridade,ÁreaCurso01,ÁreaCurso02,ÁreaCurso03,ÁreaCurso04,ÁreaCurso05,ÁreaCurso06,ÁreaCurso07,ÁreaCurso08,Curso,IdadeComeçouTrabalhar,Estado,ÁreaTrabalho,ÁreaTrabalhoOutro,Gestor,PensaCarreira,Empresa10anos,TrabalharTemporari,TrabalharTemporariVezes,FatTrabalharTemp01,FatTrabalharTemp02,FatTrabalharTemp03,FatTrabalharTemp04,FatTrabalharTemp05,FatTrabalharTemp06,FatTrabalharTemp07,FatTrabalharTemp08,AEO01,AEO02,AEO03,AEO04,AEO05,AEO06,ACSF01,ACSF02,ACSF03,ACSF04,ACSF05,ACSF06,ACSF07,ACSF08,ACSF09,ACSF10,ACSF11,ACSF12,ACSF13,ACP01,ACP02,ACP03,ACP04,ACP05,ACP06,ACP07,ACP08,ACP09,ACP10,ACP11,ACP12,ACP13,ACP14,PPC01,PPC02,PPC03,PPC04,PPC05,PPC06,PPC07,PPC08,PPC09,PPC10,PPC11,PPC12,PPC13,PPC14,PPC15,PPC16,PPC17,PPC18,PPC19,EEC01,EEC02,EEC03,EEC04,EEC05,EEC06,EEC07,EEC08,EEC09
43,2,38.6643109540636,18.0271739130435,2, ,1,5, , , , , , ,1, , ,1, ,1, ,3, ,1, ,5,1, ,2, , , , , , , , , , , ,3, ,2,2,0,2, , , ,1, , , , , ,5,5,5,5,5,5,1,1,1,5,1,5,1,5,5,5,5,5,5,1,1,1,1,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,3,4,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5
20,2,38.6643109540636,30,2, ,1,1, ,1, , , , , , , ,2, ,1, ,4, ,2,1,3,1, ,4, , , , , , , , ,Rotinas Administrativas,17,1,2, ,2,1,1,1, , , , , , , , , ,4,4,3,5,4,4,4,2,2,3,3,3,4,4,4,5,5,4,4,2,5,5,5,5,5,4,3,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,3,5,4,5,5,5,3,4,5,5,5,5,5,2,5
1,1,39,18.0271739130435,5, ,3,1, ,1, , , , , , , ,3, ,1, ,3, ,2,2,2,1, ,5, ,1, , , , , , ,Fisioterapia,17,2,4, ,2,2,1,1, , , , , , , , , ,2,2,2,2,4,2,4,5,3,3,4,4,1,1,3,1,1,1,3,4,3,1,3,3,4,3.46666666666667,1,4,4,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5,2,3,2,5,2,4,5,5,5,4,4,4,4,4,4,3,4
16,2,40,22,3, ,2,3, , , , , , ,1, , ,1, ,1, ,4, ,2,1,4,1, ,5, , , , , , , , ,Medicina Veterinária,18,1,4, ,2,2,8,1, , , , , , , , , ,5,4,4,4,2,4,5,1,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,3,4,5,3,5,5,5,5,4,5,5,5,2,3,1,4
3,1,41,25,6, ,2,3, , , ,1, , ,1, , ,9, ,1, ,4, ,2,1,5,1, ,6, , , , , , , , , ,15,1,3, ,2,1,1,2, , ,1, , ,1,1, , ,5,4,5,5,4,5,5,1,1,5,5,5,1,5,5,5,5,1,1,1,5,5,5,5,5,5,1,5,1,1,5,1,5,4,5,3,2,5,5,4,1,5,5,5,4,5,2,5,1,1,5,5,3,3,4,3,5,2,3,1,3
2,2,43,25,5, ,2,2, ,1, ,1,1, , , , ,9, ,1, ,4, ,2,1,5,1, ,6, , , , , , , , , ,18, ,6,Nenhum,2,2,2,1, , , , , , , , , ,4,4,5,5,5,4,5,4,4,5,5,4,5,5,2,3,4,2,3,5,5,5,4,4,3,4,5,4,3,4,5,5,5,5,4,5,4,5,5,4,5,4,5,5,4,2,4,5,4,4,5,5,5,5,5,5,5,3,4,5,5
1,2,44,24,5, ,2,2, , , , , , ,1, , ,2, ,1, ,4, ,2,2,5,1, ,7, , , ,1, , , , ,Ciências contábeis,16,1,1, ,2,1,1,1, , , , , , , , , ,5,5,5,5,5,5,5,5,4,5,5,5,3,5,1,5,5,5,5,5,3,3,5,3,3,3.46666666666667,3,1,1,1,5,3,5,5,5,5,3,4,3,3,5,5,5,2,5,3,5,2,2,5,3,3,5,5,5,5,4,4,3,5,5
1,1,46,18.0271739130435,5, ,3,2, , , ,1, , , , , ,4, ,1, ,3, ,1, ,4,1, ,7, , , , , , , ,1,Pedagogia,23,1,5, ,2,2,3,1, , , , , , , , , ,5,5,4,4,4,5,4,4,4,4,4,4,4,5,3,1,1,1,1,5,4,4,4,4,4,3,4,3,5,5,5,4,3,4,4,3,4,4,5,4,5,5,5,4,5,4,4,4,2,4,5,4,4,4,4,4,4,3,4,5,4
1,1,50,34,3, ,4,1, , ,1, , , ,1, , ,4, ,1, ,4, ,1, ,5,1, ,6, , ,1, , , , , ,Letras,16,1,5, ,2,1,0,1, , , , , , , , , ,4,2,4,5,4,4,3,3,5,4,3,4,2,5,2,2,3,3,4,5,3,4,3,4,3,4,4,4,5,5,5,4,5,2,5,3,4,5,5,3,3,4,4,1,4,2,3,5,4,3,3,4,4,5,5,4,3,3,3,5,4
1,2,51,31,3,Familiaridade com minhas habilidades e a profissao,3,1, , , ,1, ,1, , , ,9, ,1, ,4, ,2,2,5,1, ,7, , , , , , , ,1,Ciências Contábeis,20,1,3, ,2,1,3,1, , , , , , , , , ,5,4,4,5,5,5,4,4,4,4,4,4,5,4,4,3,5,5,4,4,5,3,2,1,4,3.46666666666667,4,2,2,2,4,2,2,2,2,5,2,4,3,2,3,2,2,3,3,4,4,2,1,1,5,1,4,4,4,4,4,1,4,2,4
1,1,53,23,3, ,2,2, , , ,1, ,1,1, , ,7, ,1, ,4, ,1, ,3,1, ,7, , , , , ,1, ,1,"Psicologia, Matemática Pura e Aplicada",25,1,5, ,2,2,3, , , , , , , , ,1,1,5,4,3,4,5,5,4,5,4,4,4,4,4,4,2,1,3,3,3,5,3,3,4,4,3,3.46666666666667,2,4,4,5,5,4,5,5,5,5,4,4,4,4,4,4,4,5,4,4,4,4,5,4,5,5,4,4,4,4,4,3,3,5,4
1,2,54,34,5, ,2,2, ,1, , , , , , , ,3, ,1, ,3, ,1, ,3,3, ,6, , , , , , , ,1,Administração,19,1,5, ,2,2,2,0,3,1, , ,1, , , ,1,2,4,4,4,3,4,4,5,5,5,5,5,4,5,1,1,1,2.8974358974359,1,5,4,3,3,4,4,3,5,3,3,3,1,5,5,5,1,4,2,2,5,5,5,4,4,5,4,3,3,5,1,5,5,4,5,5,5,5,3,5,3,5,5
1,1,61,18.0271739130435,5, ,5,1, ,1, , , , , , , ,1, ,0,5,5, ,2,2,5,1, ,6, , , , , , , ,1,Psicologia,18,2,2, ,2,1,1,1, , , , , , , , , ,5,4,4,5,4,5,5,5,5,5,5,5,4,5,4,1,1,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,1,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,4,1,3,4
1,2,19,5,3, ,1,3, , ,1,1, ,1, , , ,5, ,1, ,1, ,1, ,2,1, ,4, , , , , , , ,1,Administração (técnico e graduação),17,2,3, ,1,2,1,1, , , , , , , , , ,5,4,4,5,5,4,5,5,1,5,1,2,5,5,5,1,5,1,1,5,5,1,5,5,5,1,5,5,1,5,5,5,5,5,5,5,4,4,4,5,5,3,4,2,1,2,3,3,2,4,5,4,4,5,5,3,4,3,4,2,5
51,1,19,1,3, ,1,2, , , ,1, , , , , ,2, ,1, ,1, ,1, ,1,0,Transexual,4, ,1, , , , , , ,Enfermagem,18,1,6,Setor administrativo,1,2,2,0,1, , , , , , , , ,4,4,3,3,5,2,5,4,3,2,4,4,2,4,2,1,1,3,4,4,5,2,3,5,5,4,5,5,2,5,3,3,3,5,5,5,2,3,2,5,2,1,4,1,5,2,4,2,3,2,2,4,5,3,4,4,1,1,1,1,1
3,2,20,5,5, ,1,4, , , ,1, , , , , ,2, ,1, ,1, ,1, ,6,1, ,2, , , , , , , , , , , ,6,Nenhum.,1,2, ,1, , , , , , , , , ,4,3,3,1,4,4,5,4,3,3,3,3,1,3,3.3978102189781,4,4,3,2,4,5,3,4,5,4,3,1,3,4,5,3,3,1,5,4,3,3,5,5,4,4,4,4,3,3,3,2,3,2,2,3,2,4,4,4,2,4,1,1,2,1
2,2,20,4,1, ,1,3, , , , , ,1, , , ,4, ,1, ,3, ,1, ,1,1, ,2, , , , , , ,1, ,Engenharia de Produção,18,1,3, ,1,2,0,1, , , , , , , , , ,3,4,2,1,4,4,5,5,5,5,5,5,1,5,1,1,1,1,1,5,5,1,1,5,5,1,1,1,1,1,5,1,5,4,2,2,5,3,5,5,5,4,4,4,3,3,2,4,2,5,5,5,2,3,4,4,5,5,1,1,1
64,2,20,6,7,Qualidade de vida. Tempo.,1,3, , , , , , ,1, , ,3, ,1, ,1, ,1, ,2,1, ,4, ,1, , , , , , ,Educação Física,14,1,3, ,1,2,6,0,1, ,1, , , ,1,1, ,5,5,4,5,1,5,1,2,1,1,1,5,4,5,5,1,1,1,1,3,3,3,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,1,1,5,5,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,1,5
1,1,20,3,5, ,1,1, , , , , , ,1, , ,2, ,1, ,1, ,1, ,2,3, ,3, , , , , ,1, , ,Técnico em Administração,17,1,3, ,1,2,4,2, , , ,1, , , , , ,4,4,5,3,3,3,4,5,3,4,5,5,5,5,3,5,2,3,5,5,5,2,5,1,5,1,5,2,5,5,4,2,5,5,4,3,5,5,3,5,5,5,5,2,4,5,3,3,5,5,3,5,3,3,4.17391304347826,4,4,5,3,3,2
6,2,20,4,1, ,1,3, , , , ,1, ,1, , ,2, ,1, ,1, ,1, ,6,1, ,4, ,1, , , , , , ,Educação Física,16,1,2, ,1,2,1,1, ,1, ,1, ,1,1, , ,5,4,5,5,3,4,3,3,4,4,4,4,1,4,4,2,3,2,2,3,3,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,4,4,3,5,4,4,5,4,5,4,4,5,3,5,4,4,4
1,2,21,5,3, ,1,2, , , ,1, , ,1, , ,7, ,2, ,1, ,1, ,2,1, ,5, , , , , , , ,1,Direito,19,2,0,Escritório de advocacia,1,2,1,1, ,1, ,1,1, , , , ,2,2,4,5,2,5,5,1,4,3,1,2,1,4,5,2,2,1,1,4,5,2,2,4,4,1,5,2,4,4,5,4,5,4,5,5,4,4,2,5,5,4,5,1,2,1,4,5,4,5,4,5,1,2,3,1,1,1,5,3,3
26,1,21,2,1, ,2,3, , , , , , ,1, , ,6, ,1, ,1, ,1, ,1,1, ,4, ,1, , ,1, , , , ,17,1,6,Nenhum,1,2,3,1, ,1, , , , , , , ,4,4,2,4,4,4,5,5,5,1,1,5,5,5,5,1,1,1,1,5,4.37686567164179,1,5,5,3,1,2,2,1,5,1,3,3,5,5,3,5,4,5,5,5,4,5,5,5,4,4,5,4,4,3,4,2,2,3,3,4,3,3,2,4
11,1,21,1,3, ,1,1, , , ,1, , , , , ,2, ,1, ,3, ,1, ,1,1, ,2, , , , , , , ,1,Pedagogia, ,1,5, ,1,2,1,2, , , ,1, , , , , ,5,5,2,5,2,1,5,1,5,1,1,2,1,5,1,1,1,1,1,5,5,1,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,1,5,4,5,5,5,5,5,5,3.95061728395062,5,5,4,4,5,3.62549800796813,4,5
4,2,21,5,2, ,1,6, ,1, ,1,1,1, , , ,1, ,1, ,1, ,1, ,2,1, ,2, , , , , , , ,1,Administraçao,18,1,3, ,1,1,0,1, , , , , , , , , ,4,5,4,5,5,4,1,2,2,2,1,2,1,4,5,5,5,5,5,3,5,3,5,3,5,4,4,4,5,3.85393258426966,4,3,3,4,5,3,3,4,2,5,5,4,5,3,5,4,4,5,3,3,2,3,5,4,4,5,4,2,5,4,2
5,1,21,5,1, ,1,1, ,1, , , ,1, , , ,1, ,1, ,1, ,2,2,1,1, ,2, , , , , , , , , ,15,1,3, ,1,1,2,1, , , , , , , , , ,5,3,5,5,5,5,5,5,1,1,1,5,1,5,1,5,1,5,1,1,5,5,5,1,5,1,5,1,5,1,5,5,5,5,1,2,3,4,5,4,3,2,1,2,3,4,5,4,2,1,1,1,3.95061728395062,1,5,3,2,3,4,2,2
69,2,21,5,3, ,1,3, ,1,1,1, , ,1, , ,4, ,1, ,1, ,1, ,2,1, ,4, , , , , , , , ,Arquitetura e urbanismo.,16,1,2, ,1,2,1,1, , , , , , , , , ,4,3,3,1,2,3,3,5,5,3,4,4,1,3,3,1,2,1,5,1,5,2,5,3,4,4,5,3,2,3,5,3,5,5,5,3,4,5,5,5,5,3,4,3,3,4,3,5,4,4,4,5,2,3,5,1,5,1,1,1,3
1,2,22,5,1, ,1,3, , , , , , ,1, , ,2, ,2, ,1, ,1, ,2,1, ,4, , , , , , , , , ,17,1,6,Nenhum.,1,2,3,2, , ,1, , , , , , ,4,5,3,5,2,4,5,5,4,4,2,4,2,3,1,4,4,5,3,3,5,4,3,3,5,2,2,2,1,3,3,2,3,2,5,4,3,4,5,5,5,3,5,3,2,1,3,4,2,3,3,4,3,4,4,3,5,2,5,3,3
7,1,22,1,3, ,1,1, , , ,1, , , , , ,2, ,1, ,1, ,1, ,1,1, ,4, , , , , , , , ,Educação Física,19, ,6,Nenhum,1, , ,1, ,1,1,1, ,1,1, ,1,4,3,4,5,5,5,5,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,1,1,5,5,5,5,5,1,3,3,4,2,3,5,3,4,4,4,3,1,2,3,1,3,4,1,4,3,3,4,4,4,4,3,4
20,1,22,4,1, ,1,2, , , , , , ,1, , ,7, ,1, ,1, ,1, ,1,1, ,4, , , , , , , , ,Enfermagem.,18,1,5, ,1,2,0,1, , , , , , , , , ,3,1,2,3,5,2,5,5,5,1,5,5,5,1,5,1,1,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,1,5,5,2,5,4,4,5,3,2,4,1,4,1,1,4,1,4,5,5,5,5,5,4,5,1,1,4,1
19,1,22,8,1, ,2,2, , , , , , ,1, , ,1, ,1, ,1, ,1, ,1,1, ,5, , , , , , , , ,Recursos Humanos,15,1,5, ,1,2,3,1, , , , , , , , , ,3,1,2,3,5,2,5,5,5,1,5,5,5,1,5,1,1,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,1,3,5,2,5,4,4,5,3,2,4,1,4,1,2,4,1,4,1,5,5,4,4,4,5,5,5,1,3
47,1,22,4,1, ,2,1, , , ,1, , , , , ,1, ,1, ,1, ,2,1,2,1, ,4, ,1, , , , , , ,Enfermagem,18,1,4, ,1,2,0,1, ,1, , , , , , , ,5,5,5,4,4,5,5,5,1,1,1,5,1,5,5,1,1,1,1,5,5,1,5,5,5,5,1,5,1,1,5,1,5,5,5,5,5,2,5,5,5,5,5,5,5,2,5,5,1,5,5,5,3.95061728395062,5,5,5,5,1,5,3,5
38,1,23,8,1, ,1,3, ,1, , ,1, , , , ,1, ,0,1,1, ,1, ,3,3, ,4, , , , , , , , , ,15,1,6,Atleta,1,2,4,1, , , , , , , , , ,2,4,2,5,5,4,5,3,2,2,2,2,2,4,4,5,5,3,3,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,5,5,5,3,3,5,5,5,5,5,5,5,5,1,5,1,5
8,1,23,3,3, ,1,2, ,1, , , , , , , ,1, ,1, ,1, ,1, ,1,1, ,4, , , , , , ,1, ,Engenharia Ambiental,19,1,5, ,1,2,2,1, , , , , , , , , ,2,4,2,5,4,4,5,4,4,4,4,4,3,5,3,4,2,3,1,4,5,2,4,5,5,4,3,4,1,1,5,3,5,5,5,5,5,4,5,5,5,5,5,5,3,5,5,3,5,5,5,2,3,3,5,5,2,3,2,2,5
7,1,23,1,3, ,1,1, ,1, ,1, , , , , ,1, ,1, ,1, ,1, ,2,1, ,2, , , , , , , ,1,Administração,20,1,2, ,1,2,1,0,1,1, ,1,1, , , , ,4,5,2,5,4,2,5,1,1,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,1,5,1,1,5,5,1,5,5,5,5,4,3,5,5,5,4,5,4,5,2,5,3,2,3,2,4,5,5,5,5,5,4,5,5,5
1,2,24,5,3, ,1,2, , , ,1, , , , , ,2, ,0,2,1, ,1, ,2,3, ,5, , , , , ,1, , ,Licenciatura em Química,22,1,5, ,1,2,2,2, , , ,1, , ,1, ,1,4,4,5,4,2,4,5,5,1,1,5,2,1,5,5,1,1,5,5,5,1,1,5,5,1,1,1,1,5,5,5,5,5,4,3,5,2,3,4,5,5,3,4,3,2,4,3,2,4,4,4,4,4,5,4,3,1,1,3,4,4
17,1,24,9,5, ,1,1, , ,1, , , , , , ,2, ,1, ,1, ,1, ,2,3, ,4, ,1, , , , , , ,Educaçao Fisica,16,1,6,Nenhum,1,2,3,2, ,1, , , , , , , ,4,3,4,5,4,4,5,5,1,3,4,4,4,5,3,2,1,2,2,3,5,1,2,2,5,2,2,2,3,4,5,5,5,5,5,4,5,5,5,5,5,3,5,2,4,4,4,5,1,5,5,5,3,3,3,3,5,3,4,1,1
14,1,24,7,3, ,2,2, ,1, ,1, ,1, , , ,4, ,1, ,1, ,1, ,2,2, ,5, , , , ,1, , , ,Biologia,17,1,5, ,1,2,6,1, , , , , , , , , ,5,5,5,5,3,4,5,5,1,3,3,3,1,5,5,1,4,3,5,5,3,3,5,4,5,4,5,5,4,5,1,3,1,5,5,5,3,5,5,5,5,4,5,3,4,1,5,5,3,4,3,5,5,5,5,5,5,5,3,5,5
80,1,24,5,3, ,1,5, ,1,1,1,1, ,1, , ,1, ,1, ,1, ,2,1,3, , ,5, , , , , , , , , ,15,1,4, ,1,2,3,1, , , , , ,1, , , ,4,2,3,4,3,2,3,3.84057971014493,2,3.34657039711191,2,4,3.04029304029304,3,4,3,4,3,4,4,3,4,4,4,3,4,3,4,2,4,4,4,2,5,5,3,5,5,3,4,4.15891472868217,3,5,3,5,3,5,3,5,4,4,4,5,4,5,4,5,4,5,4,5
71,2,24,6,6, ,1,3, , , ,1, , , , , ,1, ,1, ,4, ,2,1,2,1, ,4, , , , , , , , ,Educação Física.,18,1,4, ,1,2,4,1, , , , , , , , , ,5,5,4,5,5,5,4,4,4,4,5,5,5,5,2,1,3,3,3,4,5,4,5,4,5,3,5,4,2,4,5,4,5,4,4,5,5,5,5,3,5,4,5,3,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,3,5
73,1,24,5,3, ,1,1, , , ,1, , , , , ,1, ,2, ,1, ,1, ,1,1, ,4, ,1, , , , , ,1,Enfermagem.,18,1,4, ,1,2,4,1, , , , , , , , , ,4,4,5,5,4,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5
30,2,24,5,3, ,3,2, , , ,1, , , , , ,3, ,0,5,4, ,1, ,2,1, ,4, , , , , , , ,1,Educação Física,14,1,3, ,1,2,5,2, ,1, , , , , , , ,5,5,5,5,5,5,5,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3.7109375,3.94117647058824,3,5,4,3,5,3,2,5,1,5,2,3,4,5,5,5,4,4,5,4,5,4,2
6,1,24,3,6, ,2,1, , , ,1, , , , , ,2, ,1, ,1, ,1, ,1,1, ,4, , , , , , , , , ,21,1,3, ,1,2,0,1, , , , , , , , , ,4,5,4,5,5,4,5,4,4,1,4,4,1,5,1,5,5,1,1,5,1,1,5,5,5,1,5,5,5,1,5,5,1,4,2,2,5,4,2,5,5,3,5,5,5,1,2,4,4,4,4,2,4,3,3,3,3,2,2,3,3
17,1,24,6,7,Falta de emprego na minha área (administração),1,3, ,1, ,1, , , , , ,1, ,1, ,4, ,1, ,5,1, ,3, , , , , , , , , ,18,1,3, ,1,2,4,1, , , , , , , , , ,5,4,4,5,3,4,5,1,5,1,5,2,1,1,1,1,1,1,1,5,5,1,5,5,5,5,1,5,5,5,5,5,1,5,5,4,1,4,3,5,2,1,5,1,5,5,2,2,5,5,3,4,3.95061728395062,5,5,2,2,5,5,1,1
70,2,24,8,3, ,1,3, ,1,1,1, , ,1, , ,1, ,1, ,1, ,1, ,2,1, ,4, , , , , , , , ,Arquitetura e urbanismo.,16,1,2, ,1,2,2,1, , , , , , , , , ,5,5,4,5,3,5,5,3,5,3,3,3,3,4,3,3,3,3,3,3,5,4,5,5,5,2,3,1,3,3,5,5,5,5,5,3,3,5,4,5,5,5,5,3,3,4,3,5,3,5,5,5,5,5,5,5,4,3,5,5,5
60,1,25,5,1, ,1,2, , , ,1, , , , , ,2, ,1, ,1, ,1, ,4,1, ,4, , , , , , , ,1,Administração,19,1,6,Vendas,1,2,4,1, , , , , , , , , ,5,5,4,3,5,5,5,3,3.25641025641026,4,3.52536231884058,3,3,4.27007299270073,3,1,3,1,4,5,4,4,3,4,4.24719101123596,1,5,4,1,1,5,5,3,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,3,5,5,5,5,5,5,5,5,5,3.62549800796813,4,5
36,1,25,8,3, ,2,1, ,1, , , , , , , ,1, ,1, ,1, ,1, ,2,1, ,4, , , , , , , , ,Educação Física,17,1,4, ,1,2,2,1, , , , , , , , , ,4,2,4,5,4,4,5,1,3,1,1,5,3,5,5,5,5,5,5,3,2,5,5,5,5,5,4,3,4,5,5,5,5,5,5,5,3,4,4,5,5,5,5,4,3,1,5,5,2,5,4,2,4,5,5,5,5,5,5,5,5
15,1,25,10,5, ,2,1, , , , , , , ,1,Nenhum,2, ,1, ,1, ,1, ,2,1, ,4, ,1, , , , , , ,Enfermagem,15,1,3, ,1,2,8,1, , ,1, , , , , , ,2,2,1,5,4,4,5,5,1,1,5,5,1,5,5,5,5,1,1,1,5,1,5,5,5,5,5,1,1,1,1,5,1,5,5,5,2,5,2,5,5,5,5,2,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
12,2,25,9,1, ,1,1, ,1, ,1, , , ,1,Fazer outra faculdade,8, ,1, ,1, ,1, ,1,3, ,5, , , , , , , , , ,16,1,2, ,1,2,4,1, , , , , , , , , ,4,2,4,1,4,5,5,5,2,1,2,3,4,1,4,1,1,1,5,5,5,1,5,5,5,5,5,1,5,5,1,5,2,5,5,4.13178294573643,2,5,2,5,5,5,5,2,3,4,4,5,2,5,5,5,5,5,5,5,3,5,2,1,3
9,2,25,10,3, ,1,3, , , ,1, , , , , ,2, ,1, ,1, ,1, ,3,1, ,4, , , , , , ,1, ,Engenharia Ambiental,14,1,2, ,1,2,3,0,2, , , , , , , ,1,2,4,4,4,4,4,5,5,4,1,3,4,4,4,4,3,4,1,3,4,5,3,5,5,3,1,3,4,3,3,1,3,5,5,5,5,5,5,5,5,5,3,5,4,5,1,5,5,1,5,2,3,5,4,5,5,5,4,5,5,4
18,1,26,2,5, ,1,2, ,1, ,1, , , , , ,1, ,1, ,3, ,1, ,2,1, ,5, , ,1, , , , , ,Letras-inglês,17,1,5, ,1,2,4,2, , , , , , , ,1, ,2,2,5,4,4,5,4,5,1,3,1,5,1,5,5,2,3,2,3,4,5,2,4,5,5,4,5,3,5,5,4,3,2,5,5,4,4,5,4,5,5,5,5,5,5,1,3,5,1,5,5,5,3,3,4,4,4,4,2,4,5
41,1,26,10,3, ,1,7, , , , , , ,1, , ,2, ,1, ,1, ,1, ,1,1, ,4, , , , , , , , , ,16,1,4, ,1,2,4,1, , , , , , , , , ,5,5,3,2,4,3,5,5,1,1,5,2,1,5,1,1,5,5,5,4.10989010989011,4.37686567164179,3.41044776119403,4.16974169741697,4.31111111111111,4.24719101123596,3.46666666666667,3.7970479704797,3.23791821561338,3.43984962406015,3.85393258426966,4.11152416356877,3.84328358208955,3.93609022556391,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5,1,5,1,5,5,3,3,3,3,3.43478260869565,3,3,3
75,2,26,2,1, ,1,2, ,1, , , , , , , ,2, ,1, ,1, ,1, ,1,1, ,5, , , , , , , , ,Educação Física.,17,1,4, ,1,2,1,1, , , , , , , , , ,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,4,5,5,5,4,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
16,1,26,10,1, ,1,5, , , , , ,1,1, , ,2, ,1, ,1, ,2,2,1,1, ,2, , , , , , , , , ,14,1,3, ,1,1,5,1, , , , , , , , , ,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,4,5,3,5,5,5,3,3,5,4,5,3,5,5,4,5,5,2,3,2,2,4,4,5,4,4
10,2,26,8,3, ,1,1, ,1, ,1, ,1, , , ,2, ,1, ,1, ,1, ,2,1, ,4, ,1, , , , , , ,Educação Física,18,1,2, ,1,2,6,0,1, , , , , ,1, , ,4,5,5,4,4,5,5,4,3,2,4,4,4,5,2,2,2,3,2,5,5,5,5,5,4,4,3,4,3,5,5,5,4,5,5,5,3,5,4,5,5,4,5,2,3,3,4,3,3,4,4,4,3,5,3,4,5,4,4,4,4
1,1,27,10,5, ,1,2, , , ,1, ,1, , , ,2, ,1, ,3, ,1, ,2,2, ,6, , , ,1, , , , ,Serviço social,23,1,0,Políticas Públicas,1,2,2,1, , , , , , , , , ,4,4,4,5,4,4,4,2,3,3,3,3,2,3,4,2,4,5,5,4,4,4,5,4,3,3.46666666666667,4,4,4,4,5,4,5,5,4,2,4,4,5,4,5,2,4,3,3,4,3,3,2,4,5,5,4,4,4,3,3,3,3,2,2
1,1,27,5,3, ,1,3, , , , , , ,1, , ,7, , , ,1, ,1, ,3,1, ,6, ,1, , , , , , ,Psicologia,23,1,6,Esporte,1,2, ,0,2,1,1,1, , , , , ,4,4,3,4,4,4,5,5,4,2,5,5,4,4,3,3,3,2,3,5,2,3,4,5,5,4,3,4,3,2,3,4,2,5,5,5,3,5,5,4,5,4,5,2,3,4,3,5,4,4,4,3,3,3,4,3,5,1,2,2,3
2,1,27,4,3, ,1,3, , , ,1, ,1, , , ,2, ,1, ,3, ,1, ,2,2, ,6, , , ,1, , , , ,serviço social,23,1,6,assistencia social,1,2,1,1, , , , , , , , , ,4,4,2,5,4,4,4,5,2,4,4,4,4,5,2,3,3,3,4,4,3,3,4,4,2,3,2,4,5,5,5,5,5,5,4,3,4,4,5,4,4,3,3,4,3,2,3,4,2,4,5,5,4,4,5,4,4,3,4,3,4
10,1,27,10,5, ,1,1, , , , , , ,1, , ,6, ,1, ,4, ,2,1,6,1, ,2, , , , , , , ,1,Pedagogia,16,1,5, ,1,2,5,0,2,1, ,1, , ,1, , ,2,2,2,3,3,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,5,5,5,5,1,1,5,5,5,5,3,4,2,4,4,5,5,2,3.99601593625498,1,1,5,1,1,1,1
