ID,Sexo,Idade,TempTrab,FatDecCar,FatDecCarOut,FaseCarreira,CarreiraInvestimento,CarreiraInvestimentoOutro,PlanejCarreira01,PlanejCarreira02,PlanejCarreira03,PlanejCarreira04,PlanejCarreira05,PlanejCarreira06,PlanejCarreira07,PlanejCarreiraoutro,PalavraCarreira,PalavraCarreiraOutro,Mudança,MudançaVezes,EstadoCivil,EstadoCivilOutro,Filhos,QuantosFilhos,Renda,OrientaçãoSexual,OrientaçãoSexualOutro,Escolaridade,ÁreaCurso01,ÁreaCurso02,ÁreaCurso03,ÁreaCurso04,ÁreaCurso05,ÁreaCurso06,ÁreaCurso07,ÁreaCurso08,Curso,IdadeComeçouTrabalhar,Estado,ÁreaTrabalho,ÁreaTrabalhoOutro,Gestor,PensaCarreira,Empresa10anos,TrabalharTemporari,TrabalharTemporariVezes,FatTrabalharTemp01,FatTrabalharTemp02,FatTrabalharTemp03,FatTrabalharTemp04,FatTrabalharTemp05,FatTrabalharTemp06,FatTrabalharTemp07,FatTrabalharTemp08,AEO01,AEO02,AEO03,AEO04,AEO05,AEO06,ACSF01,ACSF02,ACSF03,ACSF04,ACSF05,ACSF06,ACSF07,ACSF08,ACSF09,ACSF10,ACSF11,ACSF12,ACSF13,ACP01,ACP02,ACP03,ACP04,ACP05,ACP06,ACP07,ACP08,ACP09,ACP10,ACP11,ACP12,ACP13,ACP14,PPC01,PPC02,PPC03,PPC04,PPC05,PPC06,PPC07,PPC08,PPC09,PPC10,PPC11,PPC12,PPC13,PPC14,PPC15,PPC16,PPC17,PPC18,PPC19,EEC01,EEC02,EEC03,EEC04,EEC05,EEC06,EEC07,EEC08,EEC09
77,2,27,12,3, ,1,6, , , , , ,1, , , ,7, ,1, ,4, ,1, ,2,1, ,4, , , , , , , , , ,15,1,4, ,1,2,3,1, , , , , , , , , ,4,4,4,4,4,4,5,4,4,5,4,5,4,5,4,4,5,4,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,3,3,3,4,5,5,3,4,5,4,3,3,3,4,5,4,3,3,3,5,5,5,5,3,4,5,3,4
35,1,27,10,3, ,2,3, ,1, , , , , , , ,4, ,0,2,1, ,1, ,1,1, ,4, , , , , , , , ,Educação Física,17,1,4, ,1,2,8,1, , , , , , , , ,1,2,4,4,5,2,3,5,5,1,1,5,2,1,5,5,5,5,5,5,3,5,5,5,5,5,4,3,4,4,4,4,3,4,5,4,4,3,4,4,5,5,4,3,4,5,4,5,3,5,3,5,4,4,4,3,4,4,4,3,4,4
39,1,27,2,3, ,1,1, ,1, ,1,1, , , , ,2, ,2, ,1, ,2,1,1,1, ,4, , , , , , , , , ,15,1,4, ,1,1,6,2, ,1, , , , , , , ,5,4,5,5,5,5,5,5,1,1,1,5,3.04029304029304,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,5,5,5,5,5,4,5,5,5,5,2,5,5,5,2,5,5,3,5,3.95061728395062,3,5,5,5,5,5,5,5
66,2,27,9,1, ,1,2, ,1, , , , , , , ,2, ,1, ,1, ,1, ,2,1, ,4, , , , , , , , ,Educação Física,18,1,3, ,1,1,2,1, , , , , , , , , ,5,5,4,5,4,5,5,5,1,1,1,5,1,5,5,1,5,1,1,3,5,1,5,5,5,1,5,1,5,5,1,5,1,5,5,5,5,1,5,5,5,3,5,5,5,4,5,5,4,4,4,5,5,5,4,5,3,3,5,4,3
1,1,28,10,3, ,1,2, , , ,1, , , , , ,1, ,1, ,3, ,1,0,3,1, ,6, , , , , , , ,1,Psicologia,18,6,4, ,1,2,3,0,1,1, ,1, , , , ,1,4,5,4,5,4,5,5,4,4,5,4,4,5,5,2,2,3,2,1,5,4,5,4,4,5,3.46666666666667,5,4,4,4,4,3,4,4,4,5,3,4,5,4,5,4,5,2,3,4,4,2,1,5,4,4,5,5,5,5,4,3,4,5,4
1,1,28,10,3,Amor pelo que eu faço e vocação a,1,0,Mestrado e doutorado, , ,1, , , , , ,0,Vontade,1, ,1, ,2,1,2,1, ,5, , , , , ,1, , ,Licenciamento em química,18,1,5, ,1,2,4,2, , , , , , , ,1, ,5,5,4,2,5,5,5,3,2,2,2,2,1,3,1,4,2,4,5,4,3,3,2,3,3,3,3,1,2,4,4,5,3,3,5,5,3.7109375,5,3,4,5,5,5,4,5,5,5,5,3,5,3,5,5,5,5,5,5,2,5,5,5
1,1,28,10,3, ,2,2, ,1, , , ,1, , , ,1, ,2, ,1, ,1,0,3,2, ,7, ,1, , , , , , ,Psicologia e Saúde,19,6,4, ,1,2,3,2, ,1, ,1, , , , , ,5,5,5,5,5,4,5,4,4,4,4,4,4,5,1,3,2,1,1,5,5,5,5,5,5,3.46666666666667,5,5,3,4,5,5,5,5,5,5,5,5,5,2,3,5,5,3,5,2,5,5,1,5,5,5,4,4,4,4,4,4,4,4,4
6,2,28,9,6, ,1,3, ,1,1,1,1, , , , ,1, ,1, ,3, ,2,1,3,1, ,2, , , , , , , , ,Economia,19,1,6,Banco,1,2,3,0,1,1, , , ,1, , , ,5,4,4,5,4.04895104895105,4,1,1,5,1,5,5,5,1,5,5,5,1,1,5,5,5,5,5,5,5,1,5,5,5,5,5,5,4,5,5,5,2,5,5,5,4,5,4,4,4,3,4,2,5,5,1,5,3.99601593625498,5,5,4,2,2,1,2
13,2,28,10,7,Nenhum.,1,1, , , , , , ,1, , ,2, ,1, ,4, ,2,2,1,1, ,4, , , , , , , , ,Educação Física,21,1,4, ,1,2,4,1, , , , , , , , , ,5,4,2,4,2,4,5,5,1,3,5,5,3,3,3,4,4,4,3,2,5,5,5,5,5,3,1,3,4,4,5,5,1,5,5,3,5,3,5,5,5,2,5,2,2,4,3,5,4,5,4,4,1,3,4,2,2,2,2,1,3
68,2,28,10,6, ,1,6, , , ,1, , , , , ,1, ,1, ,4, ,1, ,3,1, ,4, , , , , , , , ,Educação Física,9, ,4, ,1,2, ,2, , ,1, , , , , , ,4,5,4,5,5,5,5,5,4,4,4,4,4,4,4,1,1,2,1,4,5,4,5,5,4,4,4,4,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,4,3,4,4,4,4,4,5,4,5
56,1,28,11,3, ,1,3, ,1, ,1, ,1, , , ,1, ,1, ,1, ,1, ,2,1, ,4, , , , , , , , ,Fisioterapia,17,1,4, ,1,2,2,1, , , , , , , , , ,4,5,5,5,4,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,4,3,5,5,5,4,5,5,3,5,3,4,4,5,5,5,5,5,5
2,1,28,3,6, ,1,3, ,1, , ,1, , , , ,2, ,0,1,1, ,1, ,2,1, ,7, , , , , , , , ,Mestrado em Psicologia Organizacional,18,1, , ,1,2,3,1, , , , , , , , , ,3,3,3,4,4,4,3,4,4,2,3,3,3,4,4,3,4,3,3,3,4,5,4,4,3,3,2,3,4,3,2,2,3,4,3,3,2,2,3,3,4,4,3,3,2,3,2,3,5,3,4,4,4,3,3,4,3,2,3,2,2
1,2,29,18.0271739130435,1, ,2,1, , , ,1, , ,1, , ,6, ,0,1,4, ,2,1,3,1, ,5, , ,1, , , ,1, ,Design e Eletrotécnica,18,4,1, ,1,2,1,0,1, , ,1, ,1, , , ,5,5,4,3,3,4,3,3,4,3,3,4,2,5,3,3,4,1,4,3,2,1,3,1,2,3.46666666666667,1,3,4,2,4,2,5,5,5,2,5,5,4,5,4,3,3,5,3,5,2,2,3,5,3,3,4,4,4,4,4,3,4,4,4
1,1,29,10,3, ,2,3, , , , , , ,1, , ,1, ,0,1,2, ,1, ,4,1, ,5, , , , , , , ,1,Administração de Empresas,19,1,2, ,1,2,0,1, , , , , , , , , ,4,4,4,3,4,4,4,2,4,4,3,2,3,4,4,4,3,3,4,4,4,4,4,4,4,4,1,4,5,5,5,4,5,5,5,3,4,4,5,4,5,2,3,4,4,4,4,4,2,5,5,3,3,3,2,2,4,2,2,3,1
50,1,29,10,3, ,1,2, , , ,1, , , , , ,4, ,1, ,1, ,1, ,2,1, ,3, , , , ,1, , , ,Enfermagem,19,1,4, ,1,2,4,1, ,1, , , , , , , ,4,4,5,5,4.04895104895105,5,5,5,3,2,1,4,1,5,5,1,3.13503649635036,2.8974358974359,3,3,5,3,5,5,5,3,5,3,5,5,5,5,5,5,5,4.13178294573643,3.7109375,3.94117647058824,5,5,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,3,5,1,5,5
3,2,29,15,6, ,1,1, ,1, , , , , , , ,4, ,1, ,1, ,1, ,5,1, ,4, , , , , , ,1, ,Engenharia Mecanica,14,1,4, ,1,2,10,0,2, , , , ,1, , , ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,3,4,5,5,3,3,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,2,3,5,5,5,5,5,5,5,5,5,5,5
8,2,29,10,3, ,1,3, , , , ,1, , , , ,4, ,1, ,1, ,2,1,2,1, ,4, , , , , , ,1, ,Engenharia de Produção,19,1, , ,1,2,1,1, , , , , , , , , ,4,4,3,5,4,2,4,3,4,5,5,5,4,3,3,3,2,3,2,4,3,3,4,4,5,3,3,3,4,5,3,5,4,3,4,4,4,3,2,5,5,5,5,5,5,4,4,5,4,4,3,4,4,5,5,4,4,5,3,4,4
72,2,29,10,1, ,2,3, ,1, , , , ,1, , ,2, ,1, ,1, ,1, ,2,1, , , , , , , , ,1, , ,18,1,1, ,1,2,7,0,2, ,1, , , , , , ,5,2,4,5,5,4,5,4,1,3,5,5,1,5,3,2,1,1,1,5,5,1,5,5,5,3,5,1,1,5,2,2,1,5,5,5,4,2,5,5,5,4,4,2,3,1,5,4,5,5,1,1,4,3,5,5,3,1,1,1,5
53,1,30,15,3, ,1,3, , , ,1, , , , , ,2, ,1, ,1, ,1, ,2,1, ,4, , , , , , , ,1,Fisioterapia,15,1,6,Nenhum,1,2,1,1, , , , , , , , , ,2,2,4,5,4,4,5,1,1,1,5,5,5,5,5,1,1,1,1,5,1,1,1,1,5,1,5,1,1,5,5,5,5,3,5,2,2,4,2,5,2,3,4,3,2,3,3,3,2,4,3,4,5,5,5,5,4,3,4,4,3
5,1,30,8,3, ,1,2, , , , , , ,1, , ,2, ,1, ,1, ,2,1,3,1, ,5, , , , , , , ,1,Biblioteconomia.,20,1,5, ,1,2,6,1, , , , , , , , , ,4,4,4,5,5,4,5,5,5,1,1,5,1,5,5,1,1,1,1,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,4,3,4,5,4,5,5,5,3,3,3,4,5,4,2,1,2
18,1,30,12,3, ,1,1, ,1, ,1, ,1, , , ,9, ,1, ,1, ,1, ,2,1, ,4, , , , , , , , , ,14,1,4, ,1,2,6,1, , , , , , , , , ,2,1,3,4,2,2,5,5,5,1,5,5,5,5,4,5,5,5,1,5,5,3.41044776119403,4,5,5,3,1,5,3,4,1,4,3,5,5,3,5,4,5,5,5,4,5,3,4,5,4,5,2,4,5,1,4,5,5,5,5,5,5,4,4
6,1,30,1,1, ,2,1, , , , , ,1, , , ,1, ,1, ,3, ,2,1,2,1, ,2, , , , , , , , , ,20,1,3, ,1,1,2,1, , , , , , , , , ,5,3,4,5,5,3,5,5,1,1,1,5,1,5,5,1,5,1,5,1,5,5,1,5,5,1,5,5,1,1,5,5,5,2,3,5,5,5,5,5,5,5,5,5,3,4,4,5,5,4,5,5,1,5,3,2,4,5,5,4,5
22,2,30,10,1, ,2,1, ,1, , , , , , , ,2, ,1, ,1, ,1, ,2,1, ,4, , , , , , , , ,Educação Física,20,1,2, ,1,2,2,2, , , , , , , , , ,5,4,3,4,5,5,1,5,5,5,1,5,5,5,5,1,1,5,5,1,5,1,1,5,5,1,5,1,1,5,5,5,1,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,4,4,5,3
11,2,30,13,5, ,1,1, ,1, , , ,1, , , ,2, ,0,1,3, ,2,3,2,1, ,4, , , , , , , , ,Educação Física,17,1,2, ,1,2,3,0,1, , ,1, , ,1, , ,4,5,5,5,5,5,5,5,5,3,3,4,5,4,4,3,4,3,4,4,5,4,4,5,5,5,5,4,5,5,4,4,5,5,5,5,5,4,5,5,5,5,3,3,3,5,5,3,1,3,3,3,3,4,4,3,3,3,4,3,3
1,1,31,18.0271739130435,3, ,2,3, , ,1, , , ,1, , ,2, ,0,1,4, ,1,0,5,1, ,7, , , ,1, , , ,1,Psicologia ; Publicidade & Propaganda,24, ,0,Google Adwords,1,2,5,1, ,1, ,1,1,1,1,1,1,4,4,4,3,4,3,2,5,4,5,4,4,3,3,3,1,3,2,1,3,4,1,3,4,4,3.46666666666667,5,3,3,4,3,4,4,5,3,4,4,3,3,2,5,4,4,2,3,1,4,4,2,2,3,4,4,4,4,4,5,4,3,3,3
1,1,31,18.0271739130435,5, ,2,3, , , , , , ,1, , ,2, ,1, ,2, ,2,2,2,1, ,2, , , , , , , ,1,N,20,1,0,Transporte,1,2,3,1, ,1, , , , , , , ,5,4,3,5,4,5,4,3,1,1,3,5,1,5,4,3,5,2,5,5,5,2,5,5,5,4,5,3,5,5,5,3,5,5,4,4,5,5,4,5,2,3,4,4,5,5,5,4,2,3,3,5,3,4,2,4,5,4,5,1,5
21,1,31,15,3, ,2,1, ,1,1, , ,1, , , ,2, ,2, ,4, ,1, ,1,1, ,4, , , , , , , ,1,Técnico em Nutrição,17,1,5, ,1,2,2,1, , , , , , , , , ,5,4,4,5,3,4,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,5,5,1,1,1,5,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,1,2,2,1,1,1,1,2,1
54,1,31,18.0271739130435,3, ,1,5, , , , , , , , , ,1, ,1, ,1, ,1, ,2, , ,2, , , , , , , , , ,18, ,4, ,1,2, ,1, , ,1,1,1,1, , , ,5,5,5,5,4,4,5,3,1,4,1,3,2,5,3,2,4,3,1,3,5,5,5,5,5,5,5,4,3,5,5,5,2,5,5,5,5,3,3,3,5,3.92248062015504,4,4,5,4,1,5,3,4,5,4,3,3,4,5,5,5,5,5,5
1,1,33,18.0271739130435,3, ,2,3, , , , , ,1,1, , ,9, ,0,3,3, ,2,1,4,1, ,7, ,1, , , , , ,1,Educação Física,18,1,5, ,1,2,2,0,1, , , , , , ,1, ,5,4,4,5,4,5,5,4,3,3,5,5,4,4,3,2,3,4,4,5,1,3,2,1,1,3.46666666666667,5,4,4,4,5,5,5,4,5,4,4,5,5,5,5,4,4,4,4,5,4,5,2,4,4,4,4,4,4,4,3,3,5,5,5
37,2,33,16,6, ,2,1, ,1, ,1, , , , , ,1, ,1, ,4, ,2,1,2,1, ,4, , , , , , , , , ,14,1,4, ,1,2,3,0,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
23,2,33,10,3, ,2,6, , , ,1, , , , , ,6, ,1, ,2, ,1, ,2,1, ,5, ,1, , , , , , ,Educação Física,19,1,2, ,1,2,4,1, , ,1, , , , , , ,4,4,4,4,4,4,3,5,3,4,5,5,3,3,3,3,3,4,5,5,4,3,5,3,3,3,4,3,4,4,4,4,4,3,5,3,4,5,4,3,5,3,5,4,4,5,3,4,2,4,5,4,4,4,3,5,5,5,5,3,3
1,2,34,18.0271739130435,3, ,1,2, ,1, , , ,1, , , ,1, ,0,3,3, ,2,1,4,1, ,6, ,1, , , , , , ,Psicologia,16,6,4, ,1,2,6,0,2, , , , , ,1, , ,5,5,5,5,4,5,4,4,4,4,4,4,4,4,3,2,2,2,2,4,4,4,4,4,4,3.46666666666667,4,4,4,4,4,4,4,5,5,4,3,4,5,3,4,4,5,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4
65,1,34,9,1, ,2,2, ,1, , , , , , , ,1, ,2, ,4, ,1, ,4,1, ,8, ,1, , ,1, , , , ,27,1,4, ,1,2,2,2, ,1,1,1, , ,1, , ,3,4,3,3,3,4,4,3,2,2,4,3,3,4,4,2,1,3,5,5,5,2,4,4,4,2,4,4,1,1,2,3,4,2,5,3,3,3,5,4,5,4,4,4,4,2,3,4,3,3,3,3,5,5,5,5,3,4,3,3,4
49,2,34,17,5, ,1,1, , , , , , ,1, , ,1, ,2, ,3, , , ,4,4, ,4, , , , , , , , ,Enfermagem, , ,4, ,1,1,3,1, , , , , , , , , ,5,5,5,3,5,5,5,1,1,1,1,2,5,5,5,1,1,1,5,5,5,1,5,5,5,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,4,4,3,4,5,2,1
1,1,35,18.0271739130435,3, ,2,2, , , , , ,1, , , ,1, ,1, ,4, ,2,2,5,1, ,6, , , , , , , ,1,Psicologia,21,1,4, ,1,1,2,1, , , , , , , , , ,4,5,3,4,4,3,4,4,1,1,3,2,1,3,4,1,4,3,4,5,5,3,3,2,2,3,5,2,5,5,5,2,3,1,4,5,5,4,4,4,5,2,4,5,3,4,4,4,4,4,5,5,5,5,4,4,4,4,1,4,2
33,1,35,17,6, ,1,3, , , ,1, , , , , ,2, ,1, ,3, ,1, ,1,1, ,4, ,1, , , , , , ,Enfermagem,18,1,4, ,1,2,3,1, , , , , , , , , ,5,5,5,5,5,5,4.39272727272727,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,5,5,3,5,2,2,3,5,5,5,5,2,5,5,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5
12,1,35,15,1, ,1,1, , , ,1, , , , , ,1, ,2, ,1, ,1, ,2,1, ,4, ,1, , , , , , ,Enfermagem,22,1,4, ,1,2,1,1, , , , , , , , , ,4,5,2,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,5,1,5,5,5,1,5,5,1,5,5,5,1,5,5,5,2,4,1,5,2,2,5,1,5,1,4,5,1,5,1,5,4,4,5,5,4,5,3,3,1
1,2,36,14,1, ,2,5, , , ,1, ,1, , , ,5, ,1, ,4, ,2,1,2,1, ,3, , ,1, , , ,1, ,Engenharia elétrica,18,1,2, ,1,1,2,2, , , , , , , , ,1,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,3.46666666666667,5,1,5,1,1,1,5,3,5,5,5,4,5,5,4.15891472868217,5,5,5,4,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,4
57,1,36,20,6, ,1,1, ,1, ,1, , , , , ,1, ,1, ,1, ,1, ,2,1, ,4, ,1, , , , , , ,Fisioterapia,16,1,4, ,1,2,3,1, , , , , , , , , ,3,4,3,4,5,5,4,4,5,5,5,5,5,4,4,1,3,1,1,5,4,3,4,4,4,3,4,5,5,4,3,3,4,4,4,4,4,3,5,5,4,4,3,4,4,4,4,3,2.77131782945736,4,3,2,5,5,4,4,4,3,3,4,3
20,2,37,19, , , , , ,1, ,1,1,1,1, , ,1, ,0,1,1, ,2,1,5,1, ,4, , , , , , , , , ,18,1,2, ,1,2,7,0,2,1,1, , , , , ,1,4,5,5,5,5,5,5,5,5,1,5,5,5,5,1,4,3,2,3,5,5,4,5,5,4,5,3,4,4,5,5,5,4,3,5,5,4,4,5,5,5,2,5,1,2,5,3,5,2,3,4,5,3.95061728395062,3.99601593625498,4.17391304347826,3.97637795275591,4.05905511811024,3.43478260869565,3.62549800796813,3.4703557312253,3.78346456692913
1,1,38,15,3, ,1,4, , , , , , ,1, , ,2, ,1, ,4, ,2,2,3,1, ,5, , , , , , , ,1,Marketing,16,1,2, ,1,2,5,0,1, , , , , , ,1, ,4,4,4,5,5,5,5,3,5,5,3,3,3,5,2,1,2,3,4,3,4,4,4,4,4,3.46666666666667,5,4,4,5,4,4,3,4,5,3,4,5,3,5,5,5,5,5,5,5,5,5,1,4,2,5,3,3,2,2,4,3,2,3,3
1,1,38,18.0271739130435,3, ,2,2, , ,1, , , , , , ,3, ,1, ,4, ,1,0,4,1, ,6, , , , , , , ,1,Psicologia,23,6,5, ,1,2,1,1, , , , , ,1, , , ,5,5,5,5,4,4,4,4,4,4,4,4,3,4,3,2,4,2,3,4,4,4,4,4,5,3.46666666666667,4,3,3,4,5,5,5,2,4,4,3,4,4,3,4,3,4,2,4,4,3,4,2,4,3,3,4,4,4,4,3,1,3,2,4
18,1,38,22,1, ,2,1, , , , , , ,1, , ,1, ,1, ,3, ,2,4,6,4, ,2, , , , , , , , , ,16,1,5, ,1,2,5,1, , , , , , , , , ,2,1,2,3,5,2,5,5,5,1,5,5,5,1,5,1,1,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,1,5,5,2,5,4,3,5,3,2,4,1,4,1,2,4,3,4,5,5,4,4,3,4,5,5,3,1,1
18,1,38,17,3, ,2,1, , , , , , ,1, , ,1, ,1, ,3, ,2,1,5,1, ,6, ,1, , , , , , ,Nutrição,21,1,4, ,1,2,2,0,1, , , , , , , ,1,1,5,5,5,5,5,5,1,1,1,1,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,1,1,5,1,5,5,5,1,1,5,1,5,1,5,1,1
7,2,38.6643109540636,20,3, ,2,2, , , ,1, , , , , ,2, ,1, ,4, ,1, ,3,1, ,6, , , , , , , ,1,Direito,19,1,6,Profissional liberal,1,2,2,1, , , , , , , , , ,5,5,5,5,5,5,5,3,2,3,2,4,2,4.27007299270073,4,2,4,3,3,4,5,4,5,5,4,5,5,5,4,3,5,5,5,4,3,4,4,4,3,4,3,3,3,5,4,4,3,4,4,5,5,5,5,5,4,5,4,4,4,5,5
16,1,38.6643109540636,18.0271739130435,1, ,1,1, ,1,1,1,1,1, , , ,1, ,2, ,3, , , ,2,1, ,4, , , , , , , , , ,16, ,4, ,1,2, ,1, , , , , , , , , ,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,1,5,5,4,5,5,5,3,1,3,5,5,1,5,5,5,5,5,5,3,4,5,5,5,5,4,5,5,5,5,1,4,4,5,3.95061728395062,4,5,5,4,4,5,5,5
21,1,38.6643109540636,10,3, ,1,3, , , , , ,1, , , ,2, ,1, ,4, ,2,1,2,1, ,4, ,1, , , , , , ,Enfermagem.,21,1,4, ,1,2,2,1, , , , , , , , , ,4,4,4,5,4,4,5,4,2,4,3,4,1,5,4,1,4,5,4,4,4,2,5,5,4,1,5,2,2,4,5,5,5,5,5,5,2,5,5,5,4,5,5,5,5,5,5,4,1,5,5,5,5,4,4,4,3,1,2,1,2
21,2,38.6643109540636,5,1, ,1,1, ,1, ,1, ,1, , , ,2, ,1, ,4, ,2,1,2,4, ,4, ,1, , , , , , , ,19,1,4, ,1,2, ,1, ,1,1,1, , ,1, , ,4,3,2,3,2,4,5,4,4,2,2,2,1,2,3,2,4,1,2,5,5,5,5,5,5,5,4,5,4,4,4,4,5,5,4,4,3,4,3,4,4,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4,5
11,1,38.6643109540636,15,5, ,2,2, ,1, , , , , , , ,1, , , ,1, ,2,3,2,1, ,4, ,1, , , , , , ,Enfermagem,15, ,4, ,1,2,3,2, ,1, ,1, , , , , ,4,3,3,5,3,5,5,5,5,5,3.52536231884058,4,4,4,4,5,2,2.8974358974359,5,5,5,4,5,5,5,5,3,1,5,5,1,1,1,4.12692307692308,4,5,5,4,3,5,5,5,5,5,5,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5
6,2,38.6643109540636,18.0271739130435,1, ,2,6, ,1, ,1, , , , , ,7, ,1, ,4, ,1, ,3,1, ,2, , , , , ,1, ,1,"Administraçao, Direito",16,1,1, ,1,2,4,1, , , , , , , , , ,4,4,4,5,4,4,3,3,4,3,5,5,5,4,4,2,2,3,3,2,4,2,4,4,3,2,4,3,3.43984962406015,3,5,4,5,3,3,5,2,5,3,3,3,3,4,3,3,2,3,4,3,5,4,4,5,5,5,5,4,4,4,3,4
5,2,38.6643109540636,30,3, ,1,6, , , , , ,1, , , ,1, ,1, ,4, ,2,1,2,1, ,4, ,1, , , , , , ,Educação Física,16,1,1, ,1,2,3,1, ,1, , , , , , , ,2,4,1,5,4,4,1,1,1,5,5,2,1,1,1,1,1,1,5,5,5,1,5,5,5,5,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5
1,2,39,23,6, ,2,7, , , , , , ,1, , ,9, ,1, ,1, ,1, ,5,3, ,5, , , , , , , ,1,Publicidade e propaganda,17,2,2, ,1,2,0,1, , , , , , , , , ,5,5,5,1,4,5,3,1,1,4,1,2,1,2,1,1,2,1,1,1,5,5,5,5,5,5,5,5,5,5,1,1,1,3,5,5,1,1,2,5,1,2,2,1,1,5,1,1,1,2,1,5,2,1,1,2,1,1,1,1,1
1,1,39,18.0271739130435,5, ,2,2, , , , , , ,1, , ,7, ,1, ,4, ,1, ,4,1, ,6, ,1, , ,1, , , ,Farmácia,21,1,0,Funcionária publica,1,1,1,1, , , , , , , , , ,4,5,2,5,5,5,4,2,1,1,2,3,1,4,4,1,4,5,3,4,5,3,4,5,5,4,5,3,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,4,4,4,5,4,5,5,4,5,5,5,5,4,3,3,3,3
5,1,39,18,5, ,6,3, , , , , ,1, , , ,2, ,0,1,2, ,2,3,6,1, ,5, ,1, , , , , , ,Enfermagem,15,1,4, ,1,2,5,1, , , , , , , , , ,3,4,4,5,4,3,5,5,5,5,5,5,5,5,2,2,2,2,2,3,5,3,3,4,4,3,3,2,2,3,4,2,4,4,5,3,2,4,5,5,4,5,5,4,5,3,5,4,5,5,4,5,4,4,4,4,5,3,3,4,3
44,1,39,17,5, ,2,3, , , ,1, , , , , ,1, ,1, ,3, ,2,1,3,3, ,4, , , , , , , , ,Enfermagem,22,1,4, ,1,2,4,1, , , , , , , , , ,5,5,3,5,4,4,5,4,3,3,3,4,4,4,4,2,5,4,5,5,5,5,4,4,4,3,4,3,3,3,3,3,4,3,4,4,5,4,5,4,5,5,5,5,4,4,4,4,3,4,5,3,5,5,5,5,5,5,5,5,5
1,1,40,18.0271739130435,3, ,2,1, ,1, , , , , , , ,2, ,1, ,4, ,2,1,3,1, ,5, , ,1, , ,1, , ,Administração,14,1,1, ,1,2,3,1, , , , , , , , , ,5,5,5,5,5,5,5,3,2,2,3,3,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,2,2,3,1,3,2,1,5,5,5,5,5,5,5,2,2,2,5,5,5,5,1,5,4,4,4,4,4,4,4,4,4,4,4
1,1,40,18.0271739130435,3, ,2,3, ,1, , , , ,1, , ,1, ,1, ,1, ,2,1,5,1, ,6, , , , , , , ,1,Comunicação Social UFRJ / Radio tv,19,1,0,TV,1,2,3,1, ,1, , , , , , , ,2,4,3,5,5,4,5,3,3.25641025641026,4,4,4,2,2,4,5,4,2,2,4,4,2,2,4,4,4,2,2,1,2,3,2,2,4,4,4,4,3,2,2,2,4,4,2,1,1,2,2,4,3,2,1,4,4,4,4,4,3,4,3,4
5,2,40,10,3, ,1,2, , ,1, , , , , , ,9, ,1, ,1, ,1, ,2,1, ,5, , , , , , , ,1, ,30,1,6,Serviço religioso,1,2,3,1, , , , , , , , , ,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,1,3,3,3,5,3,3,5,5,3,3,5,3,5,5,5,5,3,5,5,5,2,3,3,4.27027027027027,4,5,5,3,4,3,5,3,3,4,4,4,3.95061728395062,5,5,5,4,3,5,5,5
