"","id","Sexo","AEO01","AEO02","AEO03","AEO04","AEO05","AEO06","ACSF01","ACSF02","ACSF03","ACSF04","ACSF05","ACSF06","ACSF07","ACSF08","ACSF09","ACSF10","ACSF11","ACSF12","ACSF13","ACP01","ACP02","ACP03","ACP04","ACP05","ACP06","ACP07","ACP08","ACP09","ACP10","ACP11","ACP12","ACP13","ACP14","PPC01","PPC02","PPC03","PPC04","PPC05","PPC06","PPC07","PPC08","PPC09","PPC10","PPC11","PPC12","PPC13","PPC14","PPC15","PPC16","PPC17","PPC18","PPC19","EEC01","EEC02","EEC03","EEC04","EEC05","EEC06","EEC07","EEC08","EEC09","AEO","MP","MF","AG","DV","ACP","AUTEN","BALAN","CRESC","EEC"
"165",165,1,5,4,5,5,3,4,4.39272727272727,5,5,4,5,4.10545454545455,3.04029304029304,4.27007299270073,3.3978102189781,2.61594202898551,3.13503649635036,2.8974358974359,2.90217391304348,4,5,3.41044776119403,5,5,5,4,4,3.23791821561338,3.43984962406015,5,5,3.84328358208955,3.93609022556391,5,5,5,5,3,4,1,2,4,3,4,5,5,5,5,2,5,3,5,1,5,4,4,1,1,2,1,2,0.160656180215544,0.380042487220565,-0.0573299666308922,0.668241094924375,0.312454897306129,0.622565872016353,-0.161757978565301,-0.177734878869057,0.247282975342888,-0.869888269518231
"166",166,1,5,5,4,5,4,5,5,4,5,5,5,5,5,5,1,1,2,1,1,5,3,4,3,3,3,4,4,5,2,3,4,4,4,4,2,3,2,4,5,5,3,4,4,4,3,4,4,4,3,5,5,4,4,4,5,4,3,2,4,4,3,0.491287474942715,1.24001218273457,-0.920389769865699,-0.85777471660849,-0.187233350490456,-0.789553097951818,-0.264758681223703,-0.223370249992144,-0.288562323462516,-0.0779014632752508
"167",167,2,3,3,4,5,5,1,5,5,3,3,3,4,4,5,5,3,3,3,5,3,5,5,5,5,5,3,3,3,4,4,4,4,3.93609022556391,5,5,5,3,3,3,5,4,4,3,3,4,4,5,4,4,2,2,3,5,4,4,3,4,5,5,4,4,-0.539987957496267,-0.264187550801208,0.244646934816605,0.515602822588868,0.0123013155240463,0.422433452589608,-0.343621387066556,-0.460222951714856,-0.0312742517058581,0.112332893471507
"168",168,1,4,4,2,2,4,4,3,5,5,5,5,5,2,5,2,1,4,2,2,4,4,3,5,4.31111111111111,4,2,3,2,4,5,5,3,5,5,5,3,4,3,5,5,5,2,5,3.43190661478599,2,3,2,4,1,5,3,4,3,4,4,3,5,2,2,5,4,-0.578422262474295,0.892483993952963,-0.258683175398603,-0.353990023694992,-0.0525621394292265,-0.374453437484655,-0.0243314395029286,-0.0497207856450665,-0.668692505746592,-0.398346910606309
"169",169,1,4,5,3,4,4,4,5,5,5,5,5,5,5,5,3,3,2,2,2,4,4,3,4,3,4,3,4,4,4,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,4,4,5,5,1,3,4,5,2,3,4,3,4,1,2,4,3,-0.21390361276285,1.2190242831248,-0.291234856893987,-0.709579542818135,0.0419748533950886,-0.588124625016086,0.39993843994959,0.554300630744245,0.279870373156962,-0.935621947108329
"170",170,1,2,4,4,4,5,4,4,2,2,1,2,2,1,3,4,4,1,4,4,4,4,2,4,5,4,4,4,4,4,5,5,5,5,5,4,3,2,4,4,3,4,3,3,3,2,2,2,3,3,3,3,5,4,4,5,4,4,1,3,3,3,-0.245023764333022,-1.04649340851016,0.135913662020214,-0.169482696068367,0.196202813254664,-0.043397409982586,-0.501086352730443,-0.577976186555017,-0.835141358668439,-0.235691443699977
"171",171,1,4,5,3.7923875432526,4.27681660899654,4.04895104895105,4.15916955017301,4.39272727272727,3.84057971014493,3.25641025641026,3.34657039711191,3.52536231884058,4.10545454545455,3.04029304029304,4.27007299270073,3.3978102189781,2.61594202898551,3.13503649635036,2.8974358974359,2.90217391304348,4.10989010989011,4.37686567164179,3.41044776119403,4.16974169741697,4.31111111111111,4.24719101123596,3.46666666666667,3.7970479704797,3.23791821561338,3.43984962406015,3.85393258426966,4.11152416356877,3.84328358208955,3.93609022556391,4.12692307692308,4.32818532818533,4.13178294573643,3.7109375,3.94117647058824,4.03846153846154,4.27027027027027,4.15891472868217,3.92248062015504,4.35521235521236,3.43190661478599,4.00387596899225,3.20769230769231,3.8715953307393,4.03100775193798,2.77131782945736,4.15830115830116,4.01158301158301,4.05019305019305,3,2,5,5,3,4,4,4,5,0.0441535538769101,-0.118829965774512,-0.0497325567329424,-0.238459088856495,-0.14852033368269,-0.254152451954991,-0.126697291416756,-0.0813246748267526,-0.160935552956934,-0.0939713261342176
"172",172,1,5,4,4,5,5,5,5,5,5,3,3,5,4,5,4,2,2,3,3,5,4,4,4,4,5,4,1,2,4,4,3,3,3,5,5,5,4,4,3,5,3,4,5,3,3,4,4,3,2,4,3,3,5,5,5,5,4,5,5,5,5,0.444476873565217,0.154763947287905,-0.114848104156958,-0.342223337996823,-0.31202646153311,-0.392312670021019,0.0457129540145653,-0.40361198051345,0.0120596787390091,1.24400377735134
"173",173,1,4,2,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,4.24719101123596,5,5,1,1,1,5,1,5,5,5,5,1,3,3,5,3,5,5,5,5,1,5,4,5,5,5,5,4,3,5,3,4,4,5,5,5,-0.0121657390517854,1.16711298166597,1.30986443697008,-1.39282191743739,-0.739345542644295,-1.50742283032616,0.379459583293401,-0.128890927117912,0.580813563254655,0.0289428157209626
"174",174,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,4,5,4,4,4,5,5,5,5,0.982071789246646,0.520521992034659,-0.304174490879993,1.38672156579444,0.829585232215433,1.50793358519652,1.00108379701211,1.09421336895779,1.31610329137554,0.492967867864549
"175",175,1,4,4,4,4,4,4,5,5,1,1,1,5,1,5,5,5,5,5,1,5,5,1,5,5,5,3.46666666666667,5,1,1,1,5,1,5,4,5,2,4,4,2,4,5,5,5,2,2,5,2,5,2,5,5,5,5,5,5,5,5,5,1,3,3,-0.205263469852318,-0.76413421506183,0.795485995297723,0.202171252369475,-0.266676451416908,-0.0580573199161768,0.124925651926808,0.135347418649197,-0.190586437681462,0.405286920599599
"176",176,1,4,5,5,4,5,5,5,5,5,5,4,3,5,4,3,1,4,5,3,5,5,5,4,5,4,5,5,3,4,4,5,5,5,1,5,2,5,5,5,5,5,2,4,3,5,1,5,5,2,5,5,5,2,4,5,5,4,1,5,1,1,0.525261684410325,0.217320782786104,0.317291685847714,0.237742177517871,0.0779957069870653,0.287861071903177,-0.0174534293215444,0.371215918636805,-0.309496085314609,-0.442373423670914
"177",177,2,1,4,2,1,3,3,3,2,2,2,2,2,2,3,3,4,3,2,5,3,3,1,2,1,1,1,2,1,4,3,2,3,3,5,5,5,3,5,5,5,5,5,5,4,4,3,3,4,1,3,5,3,5,5,5,5,5,5,3,4,4,-1.10765627016696,-0.825085901552186,0.133139018509403,-1.87793641821867,-0.954125981015609,-1.87989345039504,0.200453473413481,0.224426333321754,0.218091197148096,0.756116650625544
"178",178,2,4,4,4,5,4,4,4,4,5,1,5,5,4,5,4,3,4,3,5,1,3,1,4,5,4,1,1,3,5,5,5,4,1,4,3,4,4,4,5,5,3,3,3,2,4,3,4,4,1,4,3,4,3,3,3,4,3,4,1,3,1,-0.081144991049488,0.406754394729899,0.398397993307022,-0.59479977037556,-0.154674775388973,-0.494079383580749,-0.439451097516275,-0.419546743536956,-0.46820117382086,-0.870409436557766
"179",179,1,5,5,4,4,4,4,4,3,4,4,4,4,4,5,2,1,4,1,1,5,4,2,3,3,2,3.46666666666667,5,2,4,5,5,3,3,4,4,4,4,4,5,4,3,3,4,3,3,3,3,4,2,4,5,4,4,4,4,3,4,2,4,4,4,0.0839577938454881,0.113165244167875,-0.5648643415967,-1.00261327403039,-0.297174681413557,-0.96429013948158,-0.381225805104809,-0.232877561550997,-0.570332376214069,-0.239123898216524
"180",180,1,2,4,2,3,4,4,5,5,5,5,5,5,1,5,2,1,2,1,1,5,3,3,4,4,3,2,4,3,2,3,5,4,5,5,5,3,2,4,2,5,5,2,5,2,3,5,5,4,3,3,2,4,2,4,5,3,2,4,1,3,3,-0.697555391513163,0.829382535303493,-0.911219754447788,-0.858876619892676,-0.302529330219415,-0.823427852270674,-0.0377757106777136,-0.37456539564426,-0.36183464197772,-0.644401008950886
"181",181,1,3,5,4,5,4,5,3,1,5,5,4,4,4,4,3,3,2,4,1,5,1,5,3,3,1,3,1,3,5,5,4,5,4,4,5,5,1,5,5,5,5,4,5,4,5,4,5,4,1,4,4,1,3,4,4,4,4,1,3,5,4,0.201824556199853,0.251904806317585,-0.0711550640189711,-1.20168042951526,-0.349383710338962,-1.06157267082126,0.113612587803043,-0.015518495482013,0.354786251836993,-0.303612632028031
"182",182,2,4,4,3,3,4,4,5,3,3,4,2,5,3,4,3,3,2,5,5,3,5,4,5,5,5,4,2,2,1,1,3,4,5,3,5,4,5,3,5,5,5,3,4,4,5,3,5,5,3,4,5,4,4,4,4,5,5,4,4,3,3,-0.423715612727668,-0.180821561613549,0.450968398237853,0.47627431582106,-0.199627087006882,0.296705762486374,-0.134332877401262,0.449088698367092,-0.0638039669317977,0.0667674801944056
"183",183,1,4,4,4,5,5,4,5,5,1,1,5,5,1,5,4,1,1,1,1,5,5,4,1,4,4,3,4,4,5,5,1,5,5,5,5,5,1,4,4,5,5,5,5,1,5,1,5,4,4,4,4,5,3.95061728395062,1,5,5,5,1,5,2,5,0.0465104950639539,-0.130929676804632,-1.20636025553146,-0.589335688561421,-0.0925893302200744,-0.500939000416542,0.340127877439965,-0.185354975324369,0.551826526088141,-0.193478555271339
"184",184,1,5,5,2,4,4,4,3,1,1,3,3,4,3,5,2,3,3,1,1,5,5,5,5,5,5,3.46666666666667,4,5,5,5,5,5,5,5,5,4,3,4,3,4,3,2,5,3,4,3,4,3,2,5,4,4,4,4,4,4,4,4,4,5,4,-0.200888467850654,-0.442476973117255,-0.462635666251855,0.971166646465922,0.694895135919912,1.09626226025095,-0.0234993993251998,-0.457146933537497,-0.392804054606225,0.110428754258051
"185",185,1,2,5,2,5,4,5,5,5,5,5,3,5,3,5,1,1,1,1,1,3,5,3,5,4,3,3,5,3,3,5,5,3,5,5,5,3,5,5,5,5,5,5,5,5,3,2,2,5,1,5,5,4,4,5,4,4,5,4,4,4,3,-0.161011997617678,0.409258935647703,-1.22360541626165,-0.354456463173317,0.0129054342595679,-0.376842101500063,0.371678853631242,0.704027406670717,0.0120195837651189,0.140741799598238
"186",186,1,5,4,4,5,4,5,5,4,4,4,4,5,3,5,4,3,3,4,4,5,5,4,4,3,5,3,4,2,3,3,3,3,3,4,5,5,3,5,4,5,3,5,4,3,5,1,5,2,3,5,3,3,3,5,5,4,5,3,3,3,4,0.296072302678836,0.268960250557748,0.252021714653852,-0.465884131944474,-0.422508728992368,-0.544693433167407,-0.0308580134767537,-0.480964645837019,0.315597111350412,-0.0210741795493528
"187",187,1,4,4,4,5,3,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,1,5,5,5,1,1,1,5,5,5,1,5,3,5,5,2,5,4,4,5,3,2,4,4,4,2,4,1,2,4,3,5,3,5,5,5,5,5,5,2,0.0511094880057855,1.21006305809499,-0.0157488342509739,0.13205945586951,-0.0084702287904269,-0.0470821699076545,-0.515749855556455,-0.228634637362341,-0.488773269057074,0.378649866548408
"188",188,2,2,4,4,4,4,4,4,4,5,5,5,5,4,4,2,2,2,2,1,5,4,4,4,4,4,4,4,4,5,4,5,4,1,5,2,4,3,4,3,4,4,4,4,4,4,2,4,2,2,3,4,4,4,4,4,4,4,4,4,4,4,-0.365824950933028,0.821016017383375,-0.495219205214254,-0.449007182803193,-0.0816941226298853,-0.37561882840409,-0.381667960075069,-0.44831258611043,-0.296650244310798,0.0505108604766744
"189",189,2,5,4,4,5,4,4,4,5,3,4,4,5,1,5,3,1,1,1,1,5,5,4,4,4,4,3.46666666666667,3,4,4,4,4,4,4,4,5,4,4,4,5,5,5,4,3,4,5,4,4,5,4,4,4,4,3,3,4,4,4,2,3,3,3,0.0569790412709345,0.106802696959922,-1.21391336119157,-0.335723932651213,-0.0808089722678133,-0.315222781728102,-0.167795944997964,0.221969144475578,0.0241887150440718,-0.668161438357853
"190",190,1,4,5,4,4,4,4,5,4,4,4,4,5,4,4,2,4,4,2,1,5,4,4,4,4,3,3,5,4,4,5,5,5,5,1,3,5,4,1,4,1,2,5,5,4,4,1,5,5,1,5,5,4,4,5,4,5,5,2,4,5,5,-0.0528151528203289,0.215345752785335,-0.061045606414231,-0.598414891899855,0.0736367953626664,-0.476675629247796,-0.240037223211024,-0.106134818708877,0.114884556770373,0.445455881242886
"191",191,1,5,4,4,5,5,5,5,3,2,5,3,5,3,5,1,3,1,4,5,5,5,3,4,5,3,5,1,5,3,5,5,5,5,5,5,4,4,4,4,2,2,5,5,2,5,1,5,2,2,5,2,5,5,4,5,4,5,5,4,5,5,0.444476873565217,0.0978766908578255,0.155871378055028,0.0986259583911614,0.420650598628379,0.240757578295952,0.161937405975814,-0.546098274343866,0.255199623308504,0.668000950519317
"192",192,1,5,5,5,5,5,5,4,4,2,4,4,5,5,5,5,4,4,4,4,5,5,5,5,5,5,4,4,3,3,3,1,3,3.93609022556391,3,2,5,4,3,4,4,3,4,5,5,5,3,5,5,4,3,5,4,5,5,5,5,5,5,5,5,5,0.982071789246646,0.256477064703322,0.475103630174904,0.626610929044426,-0.108200972755549,0.39131023477395,-0.166637425341046,0.0575724906907289,0.188660335694784,1.47971814783646
"193",193,2,4,5,5,5,5,5,4,4,4,4,5,5,3,5,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,5,5,5,1,4,5,4,4,5,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,0.725630643242727,0.483201714893725,0.471596843388659,1.10858265794109,0.444040414889086,1.10833137672589,0.271839367919161,0.55499217582676,0.761643103830851,1.47971814783646
"194",194,2,4,4,2,4,2,2,4,4,3,4,4,4,3,4,3,3,3,3,2,3,4,3,4,4,3,3,4,3,3,4,4,2,4,4,5,3,4,4,4,4,4,4,4,4,3,2,3,4,4,4,4,4,3,4,4,3,3,3,4,3,3,-0.839029112645801,-0.142567194677856,-0.00341888525517788,-0.76252989545,-0.316467248119146,-0.798358072045269,-0.289083846767034,-0.243183706131434,-0.442969846173654,-0.586929061129568
"195",195,2,4,5,2,5,4,4,5,5,1,1,5,5,5,5,4,4,2,2,2,2,4,2,2,5,5,1,2,1,1,2,5,4,4,2,5,3,5,5,5,4,4,5,2,3,4,1,3,4,2,3,3,2,3,3,4,4,4,3,4,3,4,-0.209200703555306,0.0969366062879622,-0.208129390913215,-0.508281607859496,-0.44385635060198,-0.516003061096414,-0.512870186883444,-0.271780091867277,-0.402069949656218,-0.45217389868938
"196",196,2,3,2,4,4,4,4,4,3,2,3,2,2,3,3,3,3,3,3,2,3,3,3,2,2,3,3.46666666666667,4,2,2,3,4,3,3,2,2,3,3,3,5,4,5,2,2,5,3,3,3,5,4,3,4,3,2,3,4,2,1,1,1,4,2,-0.461694325356753,-0.752361982181441,0.00608264522673692,-1.20755265358927,-0.596963313356163,-1.20925980294928,-0.748953037483131,0.00630518088638276,-0.878264659129719,-1.20962616438973
"197",197,1,5,5,4,5,4,5,5,4,4,4,4,4,4,5,3,2,1,1,1,5,4,5,5,4,4,4,4,3,5,5,5,4,5,4,4,5,5,5,4,5,4,5,5,3,4,2,5,4,4,4,5,5,3,4,3,3,3,5,5,4,4,0.491287474942715,0.118186552997246,-0.912859247455778,-0.195383744726527,0.0581041724183365,-0.169910617819885,0.212425921585394,0.0212171144705795,0.389474141301184,-0.292212780769092
"198",198,1,4,4,4,5,4,5,5,3,3,3,4,3,3,4,3,2,3,2,2,4,5,4,5,5,3,3,5,1,1,2,5,3,5,5,5,5,5,4,4,5,5,2,5,2,5,1,4,5,2,5,5,2,4,5,5,4,5,5,5,5,5,0.142978880296259,-0.342105327261757,-0.275454007478775,-0.0852864081499359,-0.286274032165193,-0.210608524865801,0.170714309241574,0.302090947660111,-0.0457341749755681,0.772192354347549
"199",199,1,4,2,4,5,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,4,1,5,5,4,5,5,3,1,3,5,2,5,4,3,3,4,3,3,4,3,4,3,4,-0.037573684041245,1.25111652344637,-1.25094978160932,1.38672156579444,0.829585232215433,1.50793358519652,0.119609358257498,0.0345849027357948,-0.207797692990736,-0.520405671953069
"200",200,1,5,3,5,5,5,5,5,1,1,3,3,5,5,5,5,1,1,5,3,3,4,1,4,4,4,1,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,1,5,1,1,5,5,5,5,4,3,4,2,3,0.539509020968635,-0.124401354534197,-0.0794646027355053,-0.81952184128943,-0.288124008775282,-0.903639733278112,0.264247290490083,0.328900496600882,0.216258625057759,0.276922776208549
"201",201,2,1,1,1,1,1,1,5,4,4,5,4,4,5,5,1,1,3,3,1,5,5,4,5,5,4,4,4,2,3,5,5,3,5,1,1,5,2,5,5,2,5,5,5,2,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,-2.04024982986449,0.32504173348738,-0.343409143386828,0.315146089136755,0.136717374684825,0.231567530328377,0.0487645361585512,-0.0631046392984145,0.554395832314733,1.47971814783646
"202",202,2,5,5,5,4,4,5,5,1,5,5,5,5,4,5,5,5,5,4,1,5,5,5,5,5,5,1,5,1,5,4,5,4,5,1,2,4,2,5,4,1,1,2,3,2,5,1,4,5,1,2,1,2,4,4,4,4,3,3,3,3,3,0.548522920362119,1.01278594955207,0.526771054161089,0.380101015772673,-0.038051219575517,0.274140225524156,-0.794873070470732,-0.846424551081468,-0.72009347083857,-0.322456993160673
"203",203,2,2,1,2,4,3,3,4,4,4,4,4,4,4,5,2,3,2,4,3,4,5,3,4,4,4,2,2,2,2,5,5,5,5,4,4,4,4,2,5,5,4,4,5,2,4,4,4,4,3,4,4,4,3,4,4,4,5,3,4,4,4,-1.08276323902236,0.10337622063109,0.107392954686462,-0.474070100277929,-0.086377749050837,-0.394029756693499,-0.134387328035456,-0.213361694302044,-0.115564490133936,-0.131399775627699
"204",204,2,3,4,5,5,5,5,4,3,4,4,4,4,2,4,5,5,5,5,4,3,3,2,3,3,3,3,5,3,3,3,5,3,5,3,3,3,5,4,4,3,5,4,4,4,3,3,3,5,2,2,4,2,4,4,4,4,4,1,3,1,3,0.373432076762658,-0.0910343089194233,1.07801378790023,-1.07785506444958,-0.362307731720128,-1.07618024789334,-0.49204968331498,0.0840942779077535,-0.4856782200651,-0.454416467404399
"205",205,1,5,4,4,5,5,5,5,5,5,5,5,5,1,5,5,1,5,5,1,5,5,1,1,5,1,1,5,5,1,5,5,1,5,4,5,4,1,2,5,4,3,2,1,3,3,2,2,4,1,5,5,4,2,3,4,4,5,3,3,3,3,0.444476873565217,0.799787737247068,0.294678276172874,-0.694377007138954,0.179342001262113,-0.704746867570199,-0.682530719143179,-0.486273131099627,-0.911359512430426,-0.646746609294125
"206",206,2,5,5,5,4,5,5,5,4,5,5,4,5,2,5,1,3,3,3,2,5,4,4,3,3,4,4,4,3,2,1,5,4,5,4,5,3,5,5,5,1,5,5,5,4,4,5,5,5,4,4,5,5,4,4,4,5,5,3,3,2,4,0.722112714352228,0.560303350451904,-0.0143706144850808,-0.746202840184675,-0.364425315798351,-0.746775729511023,0.233808347041078,0.59624166448602,0.345125330984659,-0.01982530645731
"207",207,1,4,5,2,3,4,4,5,5,1,4,4,5,5,5,1,3,3,1,3,5,4,2,4,3,3,4,1,2,3,4,5,5,5,2,5,2,2,5,5,5,2,5,5,4,5,2,4,4,1,5,3,4,1,1,1,1,4,1,1,1,1,-0.395024410442516,0.183769251974222,-0.260404809698438,-0.813369242095015,-0.272246563443273,-0.730968167008599,0.123805889989496,-0.34561631512282,0.053084247769783,-2.23032743256548
"208",208,1,2,2,3,4,4,4,5,5,5,5,5,5,5,5,1,1,1,1,1,5,5,1,5,5,1,1,5,1,5,5,5,5,5,2,4,4,2,3,3,3,4,3,4,2,4,3,3,2,2,4,2,3,2,2,2,2,1,2,2,2,1,-0.669097360721497,1.25111652344637,-1.25094978160932,-0.423747348805428,-0.171737130302338,-0.351177299107081,-0.577948165837868,-0.742330656976255,-0.651140760120411,-1.47721716357371
"209",209,1,4,4,4,5,4,4,4,3,3,3,3,3,2,3,4,4,3,5,5,4,4,4,5,5,3,2,4,3,5,5,5,4,3,5,5,3,2,4,2,5,4,4,3,5,4,1,4,4,1,5,4,4,5,4,5,5,4,4,3,4,4,-0.081144991049488,-0.565574218959542,0.640398601871236,-0.226429443906856,-0.0159621998381669,-0.16726256360451,-0.195572695107881,-0.310145212740441,-0.293460616940281,0.381146641326475
"210",210,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,5,5,1,5,5,5,1,5,1,5,5,5,5,5,5,5,5,1,5,5,5,4,5,5,1,4,5,4,5,5,5,4,5,5,5,5,5,4,4,1,4,4,0.982071789246646,1.25111652344637,-1.25094978160932,0.13205945586951,-0.0084702287904269,0.179181513868376,0.490511939524589,-0.124457878491414,0.513403978780594,0.451116921200251
"211",211,1,5,4,5,5,2,4,1,2,1,1,1,2,3,5,5,1,3,3,1,3,5,4,4,5,5,5,5,5,4,4,5,5,5,1,4,4,4,4,4,2,4,4,4,2,4,3,4,4,1,4,4,3,5,4,4,4,4,4,4,3,3,0.108900365594585,-1.13034809076768,-0.31826011975393,0.588550417514735,0.442936062206707,0.695909724339505,-0.455740800334944,-0.359263864719675,-0.305758460510973,-0.0225011425072863
"212",212,2,4,4,4,4,4,3,3,3,3,4,3,3,3,4,4,3,4,5,5,3,4,3,4,4,4,1,3,3,3,3,4,3,2,3,4,3,2,3,4,2,4,4,3,3,4,1,3,3,2,3,3,4,4,4,4,3,4,3,3,3,4,-0.360026198898088,-0.39537056464992,0.744842940257339,-0.788847359491963,-0.436353474269618,-0.811816221032871,-0.629941968753581,-0.585130250939567,-0.604459083324336,-0.349683717749842
"213",213,1,4,5,4,4,4,4,5,5,1,5,5,5,5,5,1,1,1,1,1,5,1,5,5,5,5,1,5,1,1,1,5,1,5,4,3,4,2,3,4,3,2,3,2,2,4,3,3,3,3,3,3,2,1,1,1,1,2,1,1,2,2,-0.0528151528203289,0.627310881803786,-1.23063630147118,-0.232950823710284,-0.394088716483626,-0.418270037299105,-0.805229071025573,-0.81177854912527,-0.756975900105554,-2.00181367667354
"214",214,1,5,5,4,5,4,4,5,5,1,1,1,5,1,5,5,1,1,5,5,1,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,3,2,2,5,5,4,4,5,1,4.00387596899225,4,5,5,4,5,4,2,5,5,4,4,5,4,5,1,1,0.226235795370826,-0.751237390675232,0.111507691234464,0.332466109646744,0.303739215948916,0.457117010416977,0.0392339998912082,-0.193138666555442,0.0274994370232149,0.0452869768258933
"215",215,1,5,4,4,5,4,5,4,4,4,5,4,5,5,5,2,2,2,1,1,4,4,5,5,5,4,3.46666666666667,5,4,4,4,5,4,5,5,3,4,2,4,2,4,1,4,4,1,4,4,4,1,2,5,4,5,4,4,4,3,4,4,5,5,4,0.296072302678836,0.603335084293405,-0.702031550046217,0.100277125740954,0.166048085506164,0.115904219454755,-0.267588319549325,-0.991972898486756,-0.248874179729337,-0.00805564781921629
"216",216,2,5,5,4,5,4,5,5,4,4,4,5,5,1,5,5,2,2,1,1,5,5,4,3,2,5,4,1,1,1,2,3,2,3,4,4,4,5,3,5,1,1,4,2,4,5,1,5,4,2,2,1,4,1,1,4,4,4,4,3,5,4,0.491287474942715,0.412006895827905,-0.698404629721239,-0.593809488673983,-0.602791604433115,-0.710255358547092,-0.673936445227333,-0.58018052967042,-0.287916634932639,-0.653210695691416
"217",217,2,2,2,2,5,2,2,5,5,4,4,4,4,4,4,1,1,1,2,1,4,2,2,2,2,2,1,1,1,1,1,5,4,5,3,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,-1.03843434083992,0.012563553316487,-0.821276442733134,-1.52247918049006,-0.778681642013366,-1.50878928256068,-0.506409764242955,-0.277198489807584,-0.334914779953912,-0.129706540845885
"218",218,2,4,3,2,4,4,3,1,3,1,1,3,4,4,5,4,1,4,1,2,5,4,5,5,5,5,5,1,1,1,1,1,1,1,1,4,3,4,3,3,3,3,3,4,4,4,1,4,4,1,4,4,4,3.95061728395062,3.99601593625498,4.17391304347826,3.97637795275591,4.05905511811024,3.43478260869565,3.62549800796813,3.4703557312253,3.78346456692913,-0.709485385022521,-0.546355824441083,-0.410729807319749,0.244441190578308,-0.527584063953259,-0.00395041718427696,-0.523409550646793,-0.397548062712904,-0.61086986731805,-0.294309109579026
"219",219,1,4,5,1,4,4,3,4,3,2,1,2,3,2,4,2,3,4,4,4,1,4,3,4,4,4,1,1,1,3,3,1,3,4,2,4,4,4,3,4,3,2,2,4.35521235521236,1,4,1,2,2,4,2,2,4,2,2,2,2,1,1,2,2,2,-0.640638780029038,-0.788671485772201,0.425232385134886,-0.859606934800741,-0.679278779562373,-0.937187541267696,-0.581381969142599,-0.84295697410027,-0.882644048981486,-1.46676998373987
"220",220,1,4,4,3,5,4,5,3,3,4,4,4,4,3,3,3,5,5,4,4,3,4,4,4,4,4,4,3,5,3,4,5,5,5,1,3,2,2,3,2,2,3,2,5,1,2,2,2,2,2,5,3,5,2,4,3,2,3,1,3,3,2,-0.0327112534051226,-0.102853372251564,0.791794338614798,-0.379319368730536,0.16150086965796,-0.266541388083093,-0.44516548790497,-0.859724924046178,-1.03521103863609,-1.02926595254418
"221",221,2,5,5,5,5,5,5,5,1,5,1,1,2,5,1,1,1,1,1,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,0.982071789246646,-0.784716234668086,-0.613802625621907,-0.0687906820105031,0.184558682764895,-0.000256590521054536,0.840858751204074,0.63439625241042,1.13399746403802,1.47971814783646
"222",222,2,5,4,5,5,4,4,5,5,1,1,1,2,5,5,5,5,4,1,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,2,4,5,4,5,4,5,4,5,5,5,5,1,2,5,5,5,5,5,5,5,4,3,5,5,0.255338917542156,-0.98966463265629,0.279022157289325,0.558612001013883,0.116827006842932,0.594713298563772,0.271013395762233,0.402684150746466,0.521458239043401,0.919227003706754
"223",223,2,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,3,5,5,5,4,3,4,5,3,4,5,3,4,5,3,4,5,4,5,5,5,5,4,5,5,5,4,5,4,5,4,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,0.982071789246646,0.396130671924326,0.985845459138845,-0.493987087593212,-0.201409377082587,-0.422695156427598,0.327509128169687,0.430542409005398,0.5069255223124,1.47971814783646
"224",224,2,5,4,4,5,4,5,4,4,1,1,1,4,1,4,5,4,5,4,5,4,5,4,4,5,5,4,4,1,3,5,4,4,4,3,4,4,1,3,4,4,5,4,3,4,3,2,3,5,3,4,3,4,5,4,4,4,1,1,1,3,3,0.296072302678836,-1.10514847056524,0.820123064536701,0.256762405512985,-0.106948237305591,0.212230261260449,-0.499671934139142,-0.210769833003677,-0.471757843460845,-0.447117257646708
