"","id","Sexo","AEO01","AEO02","AEO03","AEO04","AEO05","AEO06","ACSF01","ACSF02","ACSF03","ACSF04","ACSF05","ACSF06","ACSF07","ACSF08","ACSF09","ACSF10","ACSF11","ACSF12","ACSF13","ACP01","ACP02","ACP03","ACP04","ACP05","ACP06","ACP07","ACP08","ACP09","ACP10","ACP11","ACP12","ACP13","ACP14","PPC01","PPC02","PPC03","PPC04","PPC05","PPC06","PPC07","PPC08","PPC09","PPC10","PPC11","PPC12","PPC13","PPC14","PPC15","PPC16","PPC17","PPC18","PPC19","EEC01","EEC02","EEC03","EEC04","EEC05","EEC06","EEC07","EEC08","EEC09"
"1",1,1,2,4,4,4,4,5,4,5,3,3,4,5,1,5,2,3,3,3,2,2,5,2,4,4,4,3,2,3,2,3,5,3,4,5,5,2,2,2,5,5,3,2,4,1,2,4,2,3,1,4,5,2,4,3,3,1,4,5,1,1,3
"2",2,1,4,4,4,5,4,4,1,5,5,5,5,5,1,5,1,5,5,1,1,1,5,1,1,5,5,1,1,5,5,5,5,5,5,5,1,2,5,3,5,3,2,1,4,2,2,1,3,3,1,5,1,4,2,3,3,1,3,1,3,4,4
"3",3,1,4,4,4,4,3,4,4,1,1,1,1,3,3,4,4,1,1,1,3,4,4,4,4,4,4,3,2,4,1,1,1,1,1,1,2,5,4,4,4,4,5,4,5,4,4,1,5,5,5,5,1,3,5,5,5,5,5,4,5,5,5
"4",4,1,5,4,4,5,5,5,5,5,5,5,5,4,5,5,4,4,3,2,1,5,4,5,5,4,4,3,4,3,2,3,4,3,4,5,5,5,2,5,5,3,5,5,5,2,3,4,4,5,3,5,4,3,5,5,5,5,5,4,4,5,5
"5",5,2,4,5,4,5,5,5,4,5,5,5,5,4,5,4,5,2,2,3,1,5,5,3,4,5,5,3,5,3,3,2,4,3,4,3,2,4,5,4,5,5,5,3,3,5,5,5,4,5,4,4,5,3,5,5,3,4,4,2,5,4,4
"6",6,2,4,4,4,5,5,4,4,4,5,4,3,3,1,1,5,4,5,5,5,3,5,1,3,4,5,3,3,4,4,4,5,5,5,1,5,5,2,2,5,5,2,1,1,2,1,5,5,3,1,2,5,1,5,5,3,1,5,1,1,5,5
"7",7,2,4,2,3,4,2,4,5,5,5,5,5,5,3,5,3,4,5,5,5,2,5,3,3,5,5,4,3,4,4,4,5,5,2,5,5,3,3,3,5,5,5,5,5,2,2,5,4,5,1,5,5,5,4,2,4,5,5,1,1,4,5
"8",8,1,5,4,4,5,4,4,3,1,1,1,5,5,1,5,1,1,1,5,5,5,5,3,5,5,5,3,5,3,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,5,4,5,5,4,5,4,4,5,5,5,3,1,5
"9",9,1,4,4,4,4,5,4,4,5,5,5,5,5,2,3,1,1,1,1,1,3,4,4,5,4,2,2,4,2,4,4,5,2,5,5,5,3,2,3,4,5,2,2,4,1,1,4,2,1,1,5,3,3,3,4,4,3,4,1,2,3,5
"10",10,1,5,5,5,5,4,5,5,5,5,5,5,5,1,5,1,1,1,1,1,5,4,4,4,4,4,2,5,3,3,3,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5
"11",11,1,2,3,3,4,2,3,5,3,3,5,1,2,1,3,3,5,5,5,5,1,5,2,1,3,3,3,5,1,1,1,5,3,5,5,5,2,2,2,5,5,5,1,2,1,1,1,3,5,1,5,5,4,5,3,5,2,3,1,1,3,4
"12",12,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"13",13,2,5,5,4,4,4,5,4,3,2,3,3,3,1,5,3,2,4,4,4,4,5,4,4,5,4,5,4,4,5,5,5,5,5,3,1,4,5,4,5,4,5,3,5,5,5,4,4,5,2,3,5,5,3,3,3,2,5,3,4,1,5
"14",14,1,5,4,4,5,4,4,5,4,5,5,4,4,5,5,3,1,1,1,4,5,5,4,4,5,4,3,5,5,5,5,5,5,5,3,4,4,2,5,4,5,3,3,5,5,5,3,4,5,1,5,5,2,5,4,4,4,4,4,4,5,4
"15",15,2,5,5,4,5,4,5,5,5,5,5,5,5,5,5,3,4,4,4,4,1,5,4,4,5,4,4,3,4,4,3,5,5,5,5,5,5,3,4,2,2,2,4,4,2,4,3,4,5,4,4,3,3,4,5,5,5,5,5,5,4,5
"16",16,1,4,4,4,5,5,5,3,3,1,4,4,4,5,5,4,1,1,1,1,5,5,5,5,5,5,3,3,5,3,5,3,5,5,1,3,4,1,3,1,1,4,1,4,4,4,4,4,4,2,4,4,2,5,5,5,5,5,5,3,5,5
"17",17,2,4,4,5,5,4,4,2,1,5,1,1,5,2,2,1,5,2,4,1,1,5,3,1,5,1,3,5,1,5,2,5,2,1,3,2,2,4,2,2,4,2,3,5,4,4,3,3,3,3,3,4,4,3,3,2,3,4,2,3,4,4
"18",18,1,4,4,2,4,5,5,5,1,1,1,1,2,3,5,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,1,3,1,2,1,1,1,1
"19",19,1,5,5,5,5,5,5,5,4,4,4,4,4,4,5,1,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,5,5,5,5,4,5,2,5,3,3,4,4,4,3,4,5,4,3,2,3,2,3,4,4,4,4,4,4,4,1,4
"20",20,1,5,4,4,4,4,4,3,3,1,1,2,5,4,3,4,4,5,3,3,5,5,5,4,5,5,3,2,3,4,4,5,2,3,2,4,3,2,4,5,3,3,2,4,5,4,2,4,4,4,2,3,4,4,4,4,4,3,3,3,2,4
"21",21,1,2,4,2,1,2,2,1,2,1,1,1,2,1,1,2,3,5,3,3,3,4,3,1,2,4,3,3,1,2,4,1,3,4,3,2,2,5,3,4,3,3,3,4,3,4,2,2,3,1,2,3,4,2,2,2,2,4,2,2,2,2
"22",22,1,4,5,2,4,5,5,5,4,3,4,3,3,1,5,2,1,1,1,1,5,5,5,5,5,5,3,4,4,5,5,5,5,5,5,5,3,4,1,4,2,4,4,4,4,3,3,3,5,1,3,5,1,5,4,5,5,4,3,2,4,3
"23",23,1,5,5,4,5,5,5,5,4,5,5,4,4,5,5,3,1,3,4,4,5,5,4,4,4,5,3,5,4,4,3,4,4,5,1,5,5,2,5,5,4,5,5,5,3,5,2,5,5,1,1,5,4,5,5,5,5,4,4,4,5,5
"24",24,1,2,2,2,2,4,2,4,5,3,3,4,4,1,1,3,1,1,1,3,4,3,1,3,3,4,3,1,4,4,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5,2,3,2,5,2,4,5,5,5,4,4,4,4,4,4,3,4
"25",25,2,5,5,5,5,5,5,5,5,4,5,5,5,3,5,1,5,5,5,5,5,3,3,5,3,3,3,3,1,1,1,5,3,5,5,5,5,3,4,3,3,5,5,5,2,5,3,5,2,2,5,3,3,5,5,5,5,4,4,3,5,5
"26",26,1,5,5,4,4,4,5,4,4,4,4,4,4,4,5,3,1,1,1,1,5,4,4,4,4,4,3,4,3,5,5,5,4,3,4,4,3,4,4,5,4,5,5,5,4,5,4,4,4,2,4,5,4,4,4,4,4,4,3,4,5,4
"27",27,1,4,2,4,5,4,4,3,3,5,4,3,4,2,5,2,2,3,3,4,5,3,4,3,4,3,4,4,4,5,5,5,4,5,2,5,3,4,5,5,3,3,4,4,1,4,2,3,5,4,3,3,4,4,5,5,4,3,3,3,5,4
"28",28,2,5,4,4,5,5,5,4,4,4,4,4,4,5,4,4,3,5,5,4,4,5,3,2,1,4,3,4,2,2,2,4,2,2,2,2,5,2,4,3,2,3,2,2,3,3,4,4,2,1,1,5,1,4,4,4,4,4,1,4,2,4
"29",29,1,5,4,3,4,5,5,4,5,4,4,4,4,4,4,2,1,3,3,3,5,3,3,4,4,3,3,2,4,4,5,5,4,5,5,5,5,4,4,4,4,4,4,4,5,4,4,4,4,5,4,5,5,4,4,4,4,4,3,3,5,4
"30",30,2,2,4,4,4,3,4,4,5,5,5,5,5,4,5,1,1,1,3,1,5,4,3,3,4,4,3,5,3,3,3,1,5,5,5,1,4,2,2,5,5,5,4,4,5,4,3,3,5,1,5,5,4,5,5,5,5,3,5,3,5,5
"31",31,1,5,4,4,5,4,5,5,5,5,5,5,5,4,5,4,1,1,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,1,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,4,1,3,4
"32",32,2,5,4,4,5,5,4,5,5,1,5,1,2,5,5,5,1,5,1,1,5,5,1,5,5,5,1,5,5,1,5,5,5,5,5,5,5,4,4,4,5,5,3,4,2,1,2,3,3,2,4,5,4,4,5,5,3,4,3,4,2,5
"33",33,1,4,4,5,3,3,3,4,5,3,4,5,5,5,5,3,5,2,3,5,5,5,2,5,1,5,1,5,2,5,5,4,2,5,5,4,3,5,5,3,5,5,5,5,2,4,5,3,3,5,5,3,5,3,3,4,4,4,5,3,3,2
"34",34,2,2,2,4,5,2,5,5,1,4,3,1,2,1,4,5,2,2,1,1,4,5,2,2,4,4,1,5,2,4,4,5,4,5,4,5,5,4,4,2,5,5,4,5,1,2,1,4,5,4,5,4,5,1,2,3,1,1,1,5,3,3
"35",35,2,4,5,3,5,2,4,5,5,4,4,2,4,2,3,1,4,4,5,3,3,5,4,3,3,5,2,2,2,1,3,3,2,3,2,5,4,3,4,5,5,5,3,5,3,2,1,3,4,2,3,3,4,3,4,4,3,5,2,5,3,3
"36",36,2,4,4,5,4,2,4,5,5,1,1,5,2,1,5,5,1,1,5,5,5,1,1,5,5,1,1,1,1,5,5,5,5,5,4,3,5,2,3,4,5,5,3,4,3,2,4,3,2,4,4,4,4,4,5,4,3,1,1,3,4,4
"37",37,1,4,4,4,5,4,4,4,2,3,3,3,3,2,3,4,2,4,5,5,4,4,4,5,4,3,3,4,4,4,4,5,4,5,5,4,2,4,4,5,4,5,2,4,3,3,4,3,3,2,4,5,5,4,4,4,3,3,3,3,2,2
"38",38,1,4,4,3,4,4,4,5,5,4,2,5,5,4,4,3,3,3,2,3,5,2,3,4,5,5,4,3,4,3,2,3,4,2,5,5,5,3,5,5,4,5,4,5,2,3,4,3,5,4,4,4,3,3,3,4,3,5,1,2,2,3
"39",39,1,4,5,4,5,4,5,5,4,4,5,4,4,5,5,2,2,3,2,1,5,4,5,4,4,5,3,5,4,4,4,4,3,4,4,4,5,3,4,5,4,5,4,5,2,3,4,4,2,1,5,4,4,5,5,5,5,4,3,4,5,4
"40",40,1,5,5,4,2,5,5,5,3,2,2,2,2,1,3,1,4,2,4,5,4,3,3,2,3,3,3,3,1,2,4,4,5,3,3,5,5,4,5,3,4,5,5,5,4,5,5,5,5,3,5,3,5,5,5,5,5,5,2,5,5,5
"41",41,1,5,5,5,5,5,4,5,4,4,4,4,4,4,5,1,3,2,1,1,5,5,5,5,5,5,3,5,5,3,4,5,5,5,5,5,5,5,5,5,2,3,5,5,3,5,2,5,5,1,5,5,5,4,4,4,4,4,4,4,4,4
"42",42,2,5,5,4,3,3,4,3,3,4,3,3,4,2,5,3,3,4,1,4,3,2,1,3,1,2,3,1,3,4,2,4,2,5,5,5,2,5,5,4,5,4,3,3,5,3,5,2,2,3,5,3,3,4,4,4,4,4,3,4,4,4
"43",43,1,4,4,4,3,4,4,4,2,4,4,3,2,3,4,4,4,3,3,4,4,4,4,4,4,4,4,1,4,5,5,5,4,5,5,5,3,4,4,5,4,5,2,3,4,4,4,4,4,2,5,5,3,3,3,2,2,4,2,2,3,1
"44",44,1,4,4,4,3,4,3,2,5,4,5,4,4,3,3,3,1,3,2,1,3,4,1,3,4,4,3,5,3,3,4,3,4,4,5,3,4,4,3,3,2,5,4,4,2,3,1,4,4,2,2,3,4,4,4,4,4,5,4,3,3,3
"45",45,1,5,4,3,5,4,5,4,3,1,1,3,5,1,5,4,3,5,2,5,5,5,2,5,5,5,4,5,3,5,5,5,3,5,5,4,4,5,5,4,5,2,3,4,4,5,5,5,4,2,3,3,5,3,4,2,4,5,4,5,1,5
"46",46,1,5,4,4,5,4,5,5,4,3,3,5,5,4,4,3,2,3,4,4,5,1,3,2,1,1,3,5,4,4,4,5,5,5,4,5,4,4,5,5,5,5,4,4,4,4,5,4,5,2,4,4,4,4,4,4,4,3,3,5,5,5
"47",47,2,5,5,5,5,4,5,4,4,4,4,4,4,4,4,3,2,2,2,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,5,4,3,4,5,3,4,4,5,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4
"48",48,1,4,5,3,4,4,3,4,4,1,1,3,2,1,3,4,1,4,3,4,5,5,3,3,2,2,3,5,2,5,5,5,2,3,1,4,5,5,4,4,4,5,2,4,5,3,4,4,4,4,4,5,5,5,5,4,4,4,4,1,4,2
"49",49,2,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,3,5,1,5,1,1,1,5,3,5,5,5,4,5,5,4,5,5,5,4,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,4
"50",50,1,4,4,4,5,5,5,5,3,5,5,3,3,3,5,2,1,2,3,4,3,4,4,4,4,4,3,5,4,4,5,4,4,3,4,5,3,4,5,3,5,5,5,5,5,5,5,5,5,1,4,2,5,3,3,2,2,4,3,2,3,3
"51",51,1,5,5,5,5,4,4,4,4,4,4,4,4,3,4,3,2,4,2,3,4,4,4,4,4,5,3,4,3,3,4,5,5,5,2,4,4,3,4,4,3,4,3,4,2,4,4,3,4,2,4,3,3,4,4,4,4,3,1,3,2,4
"52",52,2,5,5,5,1,4,5,3,1,1,4,1,2,1,2,1,1,2,1,1,1,5,5,5,5,5,5,5,5,5,5,1,1,1,3,5,5,1,1,2,5,1,2,2,1,1,5,1,1,1,2,1,5,2,1,1,2,1,1,1,1,1
"53",53,1,4,5,2,5,5,5,4,2,1,1,2,3,1,4,4,1,4,5,3,4,5,3,4,5,5,4,5,3,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,4,4,4,5,4,5,5,4,5,5,5,5,4,3,3,3,3
"54",54,1,5,5,5,5,5,5,5,3,2,2,3,3,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,2,2,3,1,3,2,1,5,5,5,5,5,5,5,2,2,2,5,5,5,5,1,5,4,4,4,4,4,4,4,4,4,4,4
"55",55,1,2,4,3,5,5,4,5,3,3,4,4,4,2,2,4,5,4,2,2,4,4,2,2,4,4,4,2,2,1,2,3,2,2,4,4,4,4,3,2,2,2,4,4,2,1,1,2,2,4,3,2,1,4,4,4,4,4,3,4,3,4
"56",56,1,5,5,4,5,4,5,5,4,5,5,5,5,5,5,1,1,2,1,1,5,3,4,3,3,3,4,4,5,2,3,4,4,4,4,2,3,2,4,5,5,3,4,4,4,3,4,4,4,3,5,5,4,4,4,5,4,3,2,4,4,3
"57",57,1,4,5,3,4,4,4,5,5,5,5,5,5,5,5,3,3,2,2,2,4,4,3,4,3,4,3,4,4,4,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,4,4,5,5,1,3,4,5,2,3,4,3,4,1,2,4,3
"58",58,1,2,4,4,4,5,4,4,2,2,1,2,2,1,3,4,4,1,4,4,4,4,2,4,5,4,4,4,4,4,5,5,5,5,5,4,3,2,4,4,3,4,3,3,3,2,2,2,3,3,3,3,5,4,4,5,4,4,1,3,3,3
"59",59,1,4,5,4,4,4,4,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,3,2,5,5,3,4,4,4,5
"60",60,1,4,4,4,4,4,4,5,5,1,1,1,5,1,5,5,5,5,5,1,5,5,1,5,5,5,3,5,1,1,1,5,1,5,4,5,2,4,4,2,4,5,5,5,2,2,5,2,5,2,5,5,5,5,5,5,5,5,5,1,3,3
"61",61,1,4,5,5,4,5,5,5,5,5,5,4,3,5,4,3,1,4,5,3,5,5,5,4,5,4,5,5,3,4,4,5,5,5,1,5,2,5,5,5,5,5,2,4,3,5,1,5,5,2,5,5,5,2,4,5,5,4,1,5,1,1
"62",62,2,1,4,2,1,3,3,3,2,2,2,2,2,2,3,3,4,3,2,5,3,3,1,2,1,1,1,2,1,4,3,2,3,3,5,5,5,3,5,5,5,5,5,5,4,4,3,3,4,1,3,5,3,5,5,5,5,5,5,3,4,4
"63",63,2,4,4,4,5,4,4,4,4,5,1,5,5,4,5,4,3,4,3,5,1,3,1,4,5,4,1,1,3,5,5,5,4,1,4,3,4,4,4,5,5,3,3,3,2,4,3,4,4,1,4,3,4,3,3,3,4,3,4,1,3,1
"64",64,1,5,5,4,4,4,4,4,3,4,4,4,4,4,5,2,1,4,1,1,5,4,2,3,3,2,3,5,2,4,5,5,3,3,4,4,4,4,4,5,4,3,3,4,3,3,3,3,4,2,4,5,4,4,4,4,3,4,2,4,4,4
"65",65,1,2,4,2,3,4,4,5,5,5,5,5,5,1,5,2,1,2,1,1,5,3,3,4,4,3,2,4,3,2,3,5,4,5,5,5,3,2,4,2,5,5,2,5,2,3,5,5,4,3,3,2,4,2,4,5,3,2,4,1,3,3
"66",66,1,3,5,4,5,4,5,3,1,5,5,4,4,4,4,3,3,2,4,1,5,1,5,3,3,1,3,1,3,5,5,4,5,4,4,5,5,1,5,5,5,5,4,5,4,5,4,5,4,1,4,4,1,3,4,4,4,4,1,3,5,4
"67",67,1,5,5,2,4,4,4,3,1,1,3,3,4,3,5,2,3,3,1,1,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,4,3,4,3,4,3,2,5,3,4,3,4,3,2,5,4,4,4,4,4,4,4,4,4,5,4
"68",68,1,2,5,2,5,4,5,5,5,5,5,3,5,3,5,1,1,1,1,1,3,5,3,5,4,3,3,5,3,3,5,5,3,5,5,5,3,5,5,5,5,5,5,5,5,3,2,2,5,1,5,5,4,4,5,4,4,5,4,4,4,3
"69",69,2,2,4,4,4,4,4,4,4,5,5,5,5,4,4,2,2,2,2,1,5,4,4,4,4,4,4,4,4,5,4,5,4,1,5,2,4,3,4,3,4,4,4,4,4,4,2,4,2,2,3,4,4,4,4,4,4,4,4,4,4,4
"70",70,2,5,4,4,5,4,4,4,5,3,4,4,5,1,5,3,1,1,1,1,5,5,4,4,4,4,3,3,4,4,4,4,4,4,4,5,4,4,4,5,5,5,4,3,4,5,4,4,5,4,4,4,4,3,3,4,4,4,2,3,3,3
"71",71,1,4,5,4,4,4,4,5,4,4,4,4,5,4,4,2,4,4,2,1,5,4,4,4,4,3,3,5,4,4,5,5,5,5,1,3,5,4,1,4,1,2,5,5,4,4,1,5,5,1,5,5,4,4,5,4,5,5,2,4,5,5
"72",72,1,5,4,4,5,5,5,5,3,2,5,3,5,3,5,1,3,1,4,5,5,5,3,4,5,3,5,1,5,3,5,5,5,5,5,5,4,4,4,4,2,2,5,5,2,5,1,5,2,2,5,2,5,5,4,5,4,5,5,4,5,5
"73",73,2,4,4,2,4,2,2,4,4,3,4,4,4,3,4,3,3,3,3,2,3,4,3,4,4,3,3,4,3,3,4,4,2,4,4,5,3,4,4,4,4,4,4,4,4,3,2,3,4,4,4,4,4,3,4,4,3,3,3,4,3,3
"74",74,2,3,2,4,4,4,4,4,3,2,3,2,2,3,3,3,3,3,3,2,3,3,3,2,2,3,3,4,2,2,3,4,3,3,2,2,3,3,3,5,4,5,2,2,5,3,3,3,5,4,3,4,3,2,3,4,2,1,1,1,4,2
"75",75,1,5,5,4,5,4,5,5,4,4,4,4,4,4,5,3,2,1,1,1,5,4,5,5,4,4,4,4,3,5,5,5,4,5,4,4,5,5,5,4,5,4,5,5,3,4,2,5,4,4,4,5,5,3,4,3,3,3,5,5,4,4
"76",76,1,4,2,4,5,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,4,1,5,5,4,5,5,3,1,3,5,2,5,4,3,3,4,3,3,4,3,4,3,4
"77",77,1,5,3,5,5,5,5,5,1,1,3,3,5,5,5,5,1,1,5,3,3,4,1,4,4,4,1,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,1,5,1,1,5,5,5,5,4,3,4,2,3
"78",78,2,1,1,1,1,1,1,5,4,4,5,4,4,5,5,1,1,3,3,1,5,5,4,5,5,4,4,4,2,3,5,5,3,5,1,1,5,2,5,5,2,5,5,5,2,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5
"79",79,2,5,5,5,4,4,5,5,1,5,5,5,5,4,5,5,5,5,4,1,5,5,5,5,5,5,1,5,1,5,4,5,4,5,1,2,4,2,5,4,1,1,2,3,2,5,1,4,5,1,2,1,2,4,4,4,4,3,3,3,3,3
"80",80,2,2,1,2,4,3,3,4,4,4,4,4,4,4,5,2,3,2,4,3,4,5,3,4,4,4,2,2,2,2,5,5,5,5,4,4,4,4,2,5,5,4,4,5,2,4,4,4,4,3,4,4,4,3,4,4,4,5,3,4,4,4
"81",81,2,3,4,5,5,5,5,4,3,4,4,4,4,2,4,5,5,5,5,4,3,3,2,3,3,3,3,5,3,3,3,5,3,5,3,3,3,5,4,4,3,5,4,4,4,3,3,3,5,2,2,4,2,4,4,4,4,4,1,3,1,3
"82",82,1,5,4,4,5,5,5,5,5,5,5,5,5,1,5,5,1,5,5,1,5,5,1,1,5,1,1,5,5,1,5,5,1,5,4,5,4,1,2,5,4,3,2,1,3,3,2,2,4,1,5,5,4,2,3,4,4,5,3,3,3,3
"83",83,2,5,5,5,4,5,5,5,4,5,5,4,5,2,5,1,3,3,3,2,5,4,4,3,3,4,4,4,3,2,1,5,4,5,4,5,3,5,5,5,1,5,5,5,4,4,5,5,5,4,4,5,5,4,4,4,5,5,3,3,2,4
"84",84,1,4,5,2,3,4,4,5,5,1,4,4,5,5,5,1,3,3,1,3,5,4,2,4,3,3,4,1,2,3,4,5,5,5,2,5,2,2,5,5,5,2,5,5,4,5,2,4,4,1,5,3,4,1,1,1,1,4,1,1,1,1
"85",85,1,4,4,4,5,4,4,4,3,3,3,3,3,2,3,4,4,3,5,5,4,4,4,5,5,3,2,4,3,5,5,5,4,3,5,5,3,2,4,2,5,4,4,3,5,4,1,4,4,1,5,4,4,5,4,5,5,4,4,3,4,4
"86",86,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,5,5,1,5,5,5,1,5,1,5,5,5,5,5,5,5,5,1,5,5,5,4,5,5,1,4,5,4,5,5,5,4,5,5,5,5,5,4,4,1,4,4
"87",87,1,5,4,5,5,2,4,1,2,1,1,1,2,3,5,5,1,3,3,1,3,5,4,4,5,5,5,5,5,4,4,5,5,5,1,4,4,4,4,4,2,4,4,4,2,4,3,4,4,1,4,4,3,5,4,4,4,4,4,4,3,3
"88",88,2,4,4,4,4,4,3,3,3,3,4,3,3,3,4,4,3,4,5,5,3,4,3,4,4,4,1,3,3,3,3,4,3,2,3,4,3,2,3,4,2,4,4,3,3,4,1,3,3,2,3,3,4,4,4,4,3,4,3,3,3,4
"89",89,1,4,5,4,4,4,4,5,5,1,5,5,5,5,5,1,1,1,1,1,5,1,5,5,5,5,1,5,1,1,1,5,1,5,4,3,4,2,3,4,3,2,3,2,2,4,3,3,3,3,3,3,2,1,1,1,1,2,1,1,2,2
"90",90,1,5,4,4,5,4,5,4,4,4,5,4,5,5,5,2,2,2,1,1,4,4,5,5,5,4,3,5,4,4,4,5,4,5,5,3,4,2,4,2,4,1,4,4,1,4,4,4,1,2,5,4,5,4,4,4,3,4,4,5,5,4
"91",91,2,5,5,4,5,4,5,5,4,4,4,5,5,1,5,5,2,2,1,1,5,5,4,3,2,5,4,1,1,1,2,3,2,3,4,4,4,5,3,5,1,1,4,2,4,5,1,5,4,2,2,1,4,1,1,4,4,4,4,3,5,4
"92",92,2,2,2,2,5,2,2,5,5,4,4,4,4,4,4,1,1,1,2,1,4,2,2,2,2,2,1,1,1,1,1,5,4,5,3,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3
"93",93,1,4,4,3,5,4,5,3,3,4,4,4,4,3,3,3,5,5,4,4,3,4,4,4,4,4,4,3,5,3,4,5,5,5,1,3,2,2,3,2,2,3,2,5,1,2,2,2,2,2,5,3,5,2,4,3,2,3,1,3,3,2
"94",94,2,5,5,5,5,5,5,5,1,5,1,1,2,5,1,1,1,1,1,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
"95",95,2,5,4,5,5,4,4,5,5,1,1,1,2,5,5,5,5,4,1,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,2,4,5,4,5,4,5,4,5,5,5,5,1,2,5,5,5,5,5,5,5,4,3,5,5
"96",96,2,2,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,1,5,5,1,1,1,1,5,1,5,5,1,1,1,5,5,5,5,5,2,5,2,2,5,1,4,4,4,5,1,4,5,5,3,4,4,4,4,5,3,5,5
"97",97,1,4,5,5,3,4,5,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4
"98",98,1,2,1,2,5,5,1,5,5,5,1,1,2,1,5,1,1,1,1,1,1,5,1,5,5,1,1,5,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4
"99",99,1,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4
"100",100,1,3,3,3,4,3,4,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4
"101",101,2,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4
"102",102,1,4,4,3,4,4,4,5,4,4,4,4,4,2,4,4,1,1,1,1,5,5,5,5,5,5,3,2,5,3,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4
"103",103,1,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4
"104",104,1,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4
"105",105,1,5,5,4,5,4,4,4,2,4,3,4,4,4,5,2,2,1,1,1,5,5,4,5,5,5,3,4,3,3,3,5,4,5,5,2,3,2,4,3,2,5,2,4,2,4,4,4,4,2,3,4,3,4,4,4,4,4,3,4,3,4
