"","id","Sexo","AEO01","AEO02","AEO03","AEO04","AEO05","AEO06","ACSF01","ACSF02","ACSF03","ACSF04","ACSF05","ACSF06","ACSF07","ACSF08","ACSF09","ACSF10","ACSF11","ACSF12","ACSF13","ACP01","ACP02","ACP03","ACP04","ACP05","ACP06","ACP07","ACP08","ACP09","ACP10","ACP11","ACP12","ACP13","ACP14","PPC01","PPC02","PPC03","PPC04","PPC05","PPC06","PPC07","PPC08","PPC09","PPC10","PPC11","PPC12","PPC13","PPC14","PPC15","PPC16","PPC17","PPC18","PPC19","EEC01","EEC02","EEC03","EEC04","EEC05","EEC06","EEC07","EEC08","EEC09","AEO","MP","MF","ACSF","AG","DV","ACP","AUTEN","BALAN","CRESC","EEC","ACSF_MP","ACSF_MF","ACP_total","ACP_AG","ACP_DV","PPC_total","PPC_AUTEN","PPC_BALAN","PPC_CRESC","EEC_total"
"91",91,2,5,5,4,5,4,5,5,4,4,4,5,5,1,5,5,2,2,1,1,5,5,4,3,2,5,4,1,1,1,2,3,2,3,4,4,4,5,3,5,1,1,4,2,4,5,1,5,4,2,2,1,4,1,1,4,4,4,4,3,5,4,0.514827843956658,0.403189552960604,-0.699318451322356,0.634518907393928,-0.571800945484232,-0.57410363673493,-0.684907550481604,-0.682085016892968,-0.550051450490141,-0.284436566688974,-0.711125065391392,4.5,1.5,3.5,4.5,2.25,3.25,2.85714285714286,3.33333333333333,4.33333333333333,2.5
"92",92,2,2,2,2,5,2,2,5,5,4,4,4,4,4,4,1,1,1,2,1,4,2,2,2,2,2,1,1,1,1,1,5,4,5,3,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,-1.07131774929,0.0160475832521934,-0.820450397195015,0.374899434075361,-1.5052343528037,-0.760819116333792,-1.50374101680548,-0.485137337765167,-0.209952358046684,-0.33187430432917,-0.219385904153086,4,1,3,1.5,3,3.66666666666667,3.57142857142857,4,4,3.5
"93",93,1,4,4,3,5,4,5,3,3,4,4,4,4,3,3,3,5,5,4,4,3,4,4,4,4,4,4,3,5,3,4,5,5,5,1,3,2,2,3,2,2,3,2,5,1,2,2,2,2,2,5,3,5,2,4,3,2,3,1,3,3,2,-0.0252075073750898,-0.102428732945976,0.793249012186825,-0.415610189139905,-0.246953288359731,0.170677149303543,-0.145205683051405,-0.472639042534603,-0.83367807618623,-1.0710257343759,-1.10509223253486,3.5,4.5,4.5,4,4.75,2.66666666666667,3.42857142857143,2.16666666666667,2,2
"94",94,2,5,5,5,5,5,5,5,1,5,1,1,2,5,1,1,1,1,1,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,1.00926747909532,-0.778092231416552,-0.620801838279222,-0.300028062937318,-0.0220610970406031,0.181290132064634,0.0407599075259157,0.869139942635543,0.640172982765895,1.14799825866506,1.4835373091644,3,3,5,5,4,5,5,4.33333333333333,5,5
"95",95,2,5,4,5,5,4,4,5,5,1,1,1,2,5,5,5,5,4,1,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,2,4,5,4,5,4,5,4,5,5,5,5,1,2,5,5,5,5,5,5,5,4,3,5,5,0.287363273241226,-0.969502244208382,0.274243168875341,-0.788957959697023,0.536327837729812,0.111349220617638,0.571682588326295,0.260349322990715,0.39155622205306,0.49846148737783,0.929971552711093,3,5,5,5,4,3.8,4.28571428571429,4.33333333333333,4.66666666666667,5
"96",96,2,2,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,1,5,5,1,1,1,1,5,1,5,5,1,1,1,5,5,5,5,5,2,5,2,2,5,1,4,4,4,5,1,4,5,5,3,4,4,4,4,5,3,5,5,0.496703304274576,0.287560778345208,1.33918598934276,-0.383478750841901,-1.43251358195851,-0.749261236723778,-1.51817045955841,0.242903892532393,-0.176806510408696,-0.125098557327903,-0.0425150268072432,3,5,3,3,2,4.66666666666667,4.85714285714286,3.33333333333333,3.66666666666667,4
"97",97,1,4,5,5,3,4,5,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,0.304646607356773,-0.207880569266838,0.0360701331116602,-0.144480009924505,-0.502551607756051,-0.238137508452296,-0.490557340676841,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,3.5,3,4,3.5,3.75,4,4,3.83333333333333,4,4
"98",98,1,2,1,2,5,5,1,5,5,5,1,1,2,1,5,1,1,1,1,1,1,5,1,5,5,1,1,5,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,-1.0694747513665,-0.78517426284961,-1.18834369649044,-0.00550253526344128,-0.524885465865584,-0.424343163389051,-0.551494210962078,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,5,1,4.5,3,3.25,4,4,3.83333333333333,4,4
"99",99,1,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,-0.202946005922699,-0.207880569266838,0.0360701331116602,-0.144480009924505,-0.502551607756051,-0.238137508452296,-0.490557340676841,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,3.5,3,4,3.5,3.75,4,4,3.83333333333333,4,4
"100",100,1,3,3,3,4,3,4,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,-0.625589980242129,-0.207880569266838,0.0360701331116602,-0.144480009924505,-0.502551607756051,-0.238137508452296,-0.490557340676841,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,3.5,3,4,3.5,3.75,4,4,3.83333333333333,4,4
"101",101,2,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,-0.202946005922699,-0.207880569266838,0.0360701331116602,-0.144480009924505,-0.502551607756051,-0.238137508452296,-0.490557340676841,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,3.5,3,4,3.5,3.75,4,4,3.83333333333333,4,4
"102",102,1,4,4,3,4,4,4,5,4,4,4,4,4,2,4,4,1,1,1,1,5,5,5,5,5,5,3,2,5,3,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,-0.349844695427792,-0.0568456386515967,-1.21089246139698,0.398998723319809,0.941698436453521,0.667672489863498,1.0593106619265,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,4,1,5,4,5,4,4,3.83333333333333,4,4
"103",103,1,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,-0.202946005922699,-0.207880569266838,0.0360701331116602,-0.144480009924505,-0.502551607756051,-0.238137508452296,-0.490557340676841,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,3.5,3,4,3.5,3.75,4,4,3.83333333333333,4,4
"104",104,1,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,-0.202946005922699,-0.207880569266838,0.0360701331116602,-0.144480009924505,-0.502551607756051,-0.238137508452296,-0.490557340676841,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,3.5,3,4,3.5,3.75,4,4,3.83333333333333,4,4
"105",105,1,5,5,4,5,4,4,4,2,4,3,4,4,4,5,2,2,1,1,1,5,5,4,5,5,5,3,4,3,3,3,5,4,5,5,2,3,2,4,3,2,5,2,4,2,4,4,4,4,2,3,4,3,4,4,4,4,4,3,4,3,4,0.251663201491792,0.0178518180553007,-0.911930503052791,0.421784781758682,0.503234707263108,0.106935287674944,0.39780117249879,-0.516512161804731,-0.32446648997663,-0.635236222367436,-0.201048700824937,4.5,1.5,4.5,4,4,4,3.28571428571429,3.33333333333333,3,4
"106",106,1,5,5,4,4,4,4,5,4,3,3,4,5,4,4,4,1,4,3,3,3,5,4,4,5,5,3,3,4,5,4,5,3,2,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,0.111062634201659,0.0276927926819217,-0.0305197193537816,0.0450720576647753,0.286559414415388,0.129870287708253,0.242325846487986,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,3.5,2,4,4,3.75,4,4,3.83333333333333,4,4
"107",107,1,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,-0.202946005922699,-0.207880569266838,0.0360701331116602,-0.144480009924505,-0.502551607756051,-0.238137508452296,-0.490557340676841,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,3.5,3,4,3.5,3.75,4,4,3.83333333333333,4,4
"108",108,1,5,5,5,5,4,3,5,5,3,5,5,4,3,4,3,3,3,3,3,5,4,5,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,0.249209941551396,0.214498839136759,0.0292409894860136,0.128081217305077,-0.386280750699225,-0.205494612484737,-0.385416689450511,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,3.5,3,4,3.5,3.75,4,4,3.83333333333333,4,4
"109",109,1,4,4,5,2,5,5,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,0.217283960994519,-0.207880569266838,0.0360701331116602,-0.144480009924505,-0.502551607756051,-0.238137508452296,-0.490557340676841,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,3.5,3,4,3.5,3.75,4,4,3.83333333333333,4,4
"110",110,2,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,-0.202946005922699,-0.207880569266838,0.0360701331116602,-0.144480009924505,-0.502551607756051,-0.238137508452296,-0.490557340676841,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,3.5,3,4,3.5,3.75,4,4,3.83333333333333,4,4
"111",111,1,5,5,2,5,4,2,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,-0.333650648223201,-0.207880569266838,0.0360701331116602,-0.144480009924505,-0.502551607756051,-0.238137508452296,-0.490557340676841,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,3.5,3,4,3.5,3.75,4,4,3.83333333333333,4,4
"112",112,1,4,4,3,4,4,4,3,4,4,5,4,4,1,3,4,4,4,4,4,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,-0.349844695427792,-0.0679600716732564,0.48122302968411,-0.278311822722733,-0.502551607756051,-0.238137508452296,-0.490557340676841,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,3.5,4,4,3.5,3.75,4,4,3.83333333333333,4,4
"113",113,1,5,4,4,5,4,4,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,0.0772683956431071,-0.207880569266838,0.0360701331116602,-0.144480009924505,-0.502551607756051,-0.238137508452296,-0.490557340676841,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,3.5,3,4,3.5,3.75,4,4,3.83333333333333,4,4
"114",114,2,4,3,5,4,4,5,4,3,1,4,1,4,3,3,5,1,3,4,1,2,4,3,3,1,5,1,3,3,3,4,1,4,4,5,5,5,4,4,3,5,3,3,5,5,3,1,1,3,5,5,3,4,3,2,4,1,3,4,2,2,5,0.0816343227367332,-0.62184739401241,-0.154712049657723,-0.309033788816027,-1.00207419453884,-0.460843348983714,-0.991541277488034,0.0562323329812217,-0.330561009579407,-0.481564087606029,-0.888713666873132,2,1,4,2.5,3,4.2,4.71428571428571,3.5,2.8,4
"115",115,1,5,4,3,5,5,2,2,3,1,1,3,3,1,5,3,1,1,1,1,5,5,4,5,5,4,3,4,3,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,-0.251208261862607,-0.78696525589685,-1.18807359654744,-0.0507392238970978,0.216568214489946,0.0218762671862835,0.197483197124543,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,3,1,4.5,4,3.75,4,4,3.83333333333333,4,4
"116",116,1,2,5,4,5,2,4,5,4,3,4,4,4,3,4,2,4,3,3,4,4,4,3,2,3,3,3,1,1,1,1,5,1,5,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,-0.243643455723354,-0.114371145303409,0.200281044849166,-0.180686029267267,-1.04243892251418,-0.616696660004103,-1.16694110217589,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,3.5,4,2.5,3.5,3,4,4,3.83333333333333,4,4
"117",117,1,2,2,2,5,4,4,5,1,1,1,1,2,1,1,5,5,5,5,5,4,4,5,5,5,5,5,1,3,5,5,5,5,5,5,5,2,5,1,5,3,5,2,5,4,3,1,4,5,4,5,5,5,5,5,5,5,5,3,1,3,1,-0.698950091459844,-1.6656956645297,1.40034045459644,-1.80017571943239,0.634271851269338,0.314769165212801,0.716231668291305,0.00558273242211827,0.404337518022785,-0.595319895361823,0.189137075699863,1,5,4.5,4.5,4.5,5,4.14285714285714,4.83333333333333,2.75,3
"118",118,2,5,4,4,5,4,4,5,4,4,3,4,4,5,4,3,3,3,1,1,5,3,4,4,4,4,4,4,4,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,0.0772683956431071,-0.0171531287377902,-0.470131304333736,0.228839375729553,-0.479014071269467,-0.220063434219805,-0.464522012472295,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,4,2,3.5,3.5,3.5,4,4,3.83333333333333,4,4
"119",119,1,4,2,2,4,2,5,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,-0.571168862557606,-0.207880569266838,0.0360701331116602,-0.144480009924505,-0.502551607756051,-0.238137508452296,-0.490557340676841,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,3.5,3,4,3.5,3.75,4,4,3.83333333333333,4,4
"120",120,2,4,5,4,5,5,4,5,4,5,5,5,5,5,5,4,2,3,5,4,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,0.216127195652684,1.1832983347124,0.335387430341692,0.449719542472111,-0.502551607756051,-0.238137508452296,-0.490557340676841,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,5,3,4,3.5,3.75,4,4,3.83333333333333,4,4
"121",121,1,3,4,4,2,4,2,1,1,1,1,1,2,1,1,5,5,5,5,5,5,1,1,1,1,1,3,5,5,1,5,1,1,1,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,-0.671855553721858,-1.6656956645297,1.40034045459644,-1.80017571943239,-1.80158905267171,-0.445656266986526,-1.73187182268821,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,1,5,1,2,3,4,4,3.83333333333333,4,4
"122",122,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,1,1,1,1,1,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,2,4,5,4,2,5,5,4,5,1,5,2,1,5,4,5,4,4,4,4,4,3,4,3,4,0.7945846801391,1.23406758525456,-1.25228741351879,1.46198855175864,0.941698436453521,0.667672489863498,1.0593106619265,0.308924321918082,-0.297888167003254,0.517242007769695,-0.201048700824937,5,1,5,4,5,3.8,4.71428571428571,3.16666666666667,5,4
"123",123,2,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,-0.202946005922699,-0.207880569266838,0.0360701331116602,-0.144480009924505,-0.502551607756051,-0.238137508452296,-0.490557340676841,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,3.5,3,4,3.5,3.75,4,4,3.83333333333333,4,4
"124",124,2,5,4,4,5,4,4,5,5,5,5,5,5,5,5,4,4,4,3,4,5,5,4,5,5,5,4,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,0.0772683956431071,1.18410266765891,0.309988023212572,0.440674697478642,0.618941173635016,0.140283254533201,0.528211494875861,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,5,4,4.5,4.5,3.75,4,4,3.83333333333333,4,4
"125",125,2,5,5,4,5,4,4,5,5,5,5,5,5,5,5,3,3,4,3,3,5,5,4,4,4,5,5,4,4,4,4,5,5,5,5,2,4,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,5,5,5,4,5,4,4,4,5,0.251663201491792,1.18919825728649,0.14739890347316,0.550741284422554,0.157172833085804,0.16413834243789,0.215797580783808,0.200416906391954,0.426083373132299,0.566391811688889,0.646945070796451,5,3,5,5,4.5,3.33333333333333,4,4.5,4.66666666666667,5
"126",126,2,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,-0.202946005922699,-0.207880569266838,0.0360701331116602,-0.144480009924505,-0.502551607756051,-0.238137508452296,-0.490557340676841,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,3.5,3,4,3.5,3.75,4,4,3.83333333333333,4,4
"127",127,2,3,5,5,4,4,5,5,3,5,5,5,5,5,5,5,2,3,3,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,0.267916528175483,1.19601016276998,-0.0684050579395502,0.662204942381522,-0.502551607756051,-0.238137508452296,-0.490557340676841,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,5,2.5,4,3.5,3.75,4,4,3.83333333333333,4,4
"128",128,1,5,4,5,5,4,4,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,0.287363273241226,-0.207880569266838,0.0360701331116602,-0.144480009924505,-0.502551607756051,-0.238137508452296,-0.490557340676841,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,3.5,3,4,3.5,3.75,4,4,3.83333333333333,4,4
"129",129,1,4,2,4,4,5,4,3,4,3,3,3,3,1,4,4,2,2,4,4,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,-0.266794973121569,-0.541750751952179,0.0771961378213175,-0.385705087856954,-0.502551607756051,-0.238137508452296,-0.490557340676841,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,3.5,3,4,3.5,3.75,4,4,3.83333333333333,4,4
"130",130,1,1,4,4,4,4,2,5,3,5,4,4,4,5,1,1,1,3,1,1,5,5,5,5,5,5,3,5,3,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,-0.755577422245218,0.0834629226251707,-0.74817810179623,0.390773520151099,0.746495881771456,0.348433632760163,0.797238326632161,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,3,1,5,4,4.5,4,4,3.83333333333333,4,4
"131",131,2,4,5,3,1,5,5,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,-0.0352036895968476,-0.207880569266838,0.0360701331116602,-0.144480009924505,-0.502551607756051,-0.238137508452296,-0.490557340676841,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,3.5,3,4,3.5,3.75,4,4,3.83333333333333,4,4
"132",132,2,4,3,4,1,5,4,5,4,1,4,3,4,1,5,2,3,4,4,4,4,5,3,4,5,5,3,4,2,5,5,5,5,2,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,-0.363948253471942,-0.398419433346128,0.402812866342165,-0.444374174924127,0.181936850243954,0.0194839530900688,0.282710833252411,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,3,3.5,5,4,3.5,4,4,3.83333333333333,4,4
"133",133,1,5,4,4,3,4,5,5,1,1,1,1,2,1,1,5,5,5,5,5,3,5,5,1,5,5,3,1,3,1,5,3,3,1,5,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,4,1,2,1,1,3,1,2,2,3,0.0876363483486278,-1.6656956645297,1.40034045459644,-1.80017571943239,0.0053395131431169,-0.0805982842349315,-0.0166971830811903,-1.16660996604261,-1.642009609271,-1.90352384924979,-1.70924415268757,1,5,4,4,3,3.42857142857143,3,1,1.33333333333333,2
"134",134,2,1,1,1,1,1,1,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,-2.0976893736814,-0.207880569266838,0.0360701331116602,-0.144480009924505,-0.502551607756051,-0.238137508452296,-0.490557340676841,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,3.5,3,4,3.5,3.75,4,4,3.83333333333333,4,4
"135",135,1,3,3,4,4,4,5,5,3,2,3,2,5,1,5,4,1,4,5,5,5,5,4,5,5,5,3,4,3,5,3,5,3,5,5,5,4,4,3,5,5,4,3,5,5,4,1,4,5,1,4,5,3,3,1,4,5,4,1,3,3,4,-0.212708342304599,-0.287880500360483,0.520935222225599,-0.43752202531466,0.503234707263108,0.106935287674944,0.341335012797571,0.0340342897272938,0.237210661514002,-0.248822221458631,-0.629822450019169,3.5,3,4,4,4,4,4.28571428571429,4.66666666666667,3.66666666666667,3.5
"136",136,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1.00926747909532,1.16415933159898,0.949265008483403,0.174980540862544,0.941698436453521,0.667672489863498,1.0593106619265,1.03047672941388,1.06127939821056,1.32573124288231,1.4835373091644,5,4,5,4,5,5,5,5,5,5
"137",137,1,4,4,3,5,4,5,4,4,1,3,3,4,1,4,4,4,5,5,5,3,5,4,4,4,5,4,5,4,4,4,5,4,5,1,5,5,5,4,5,5,5,4,5,5,4,3,2,5,5,5,2,5,5,5,5,5,5,5,5,5,5,-0.0252075073750898,-0.601635856017194,1.1089636665325,-0.899647656218159,0.070932971287841,0.139420951480093,0.058907834535133,0.226000363269514,0.329202306097795,0.0189289155556248,1.4835373091644,2.5,4.5,4.5,4.5,4.5,3.33333333333333,4.28571428571429,4.5,3.6,5
"138",138,1,4,4,4,5,4,5,5,5,3,3,5,5,4,5,5,3,2,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,0.143061617291494,0.351306660542574,-0.096127892272686,0.29039500610315,1.37987806425066,0.81400179156019,1.49303352563481,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,4,3,5,5,5,4,4,3.83333333333333,4,4
"139",139,1,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,-0.202946005922699,-0.207880569266838,0.0360701331116602,-0.144480009924505,-0.502551607756051,-0.238137508452296,-0.490557340676841,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,3.5,3,4,3.5,3.75,4,4,3.83333333333333,4,4
"140",140,1,4,5,5,5,5,5,5,5,1,4,3,5,4,4,4,4,3,3,4,4,5,4,5,5,4,4,4,4,5,5,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,0.728967472078271,-0.15526141538286,0.200939527228587,-0.224615602947094,0.37195307869132,0.188758397941304,0.376619495808086,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.201048700824937,2.5,4,4.5,4.5,4,4,4,3.83333333333333,4,4
"141",141,2,5,4,4,5,5,5,5,5,5,5,5,5,3,5,1,1,5,3,1,5,5,5,5,5,5,5,5,3,3,5,5,3,5,3,1,5,3,1,3,5,3,5,5,3,1,3,1,1,3,3,3,5,5,5,3,3,1,2,1,5,5,0.459870320537518,0.934796125780396,-0.0666577907373743,0.660944380446255,1.10133506838753,0.455159312921553,0.877848131574154,-0.395406156983484,-0.678396605376321,-0.4376892287574,-0.275250259601477,5,1,4,5,4.5,3,3.28571428571429,2.66666666666667,3.66666666666667,5
"142",142,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,1,2,2,5,4,4,4,4,4,4,4,4,4,1.00926747909532,1.15295462519703,1.31297498214145,0.0684305351268091,0.941698436453521,0.667672489863498,1.0593106619265,0.502533570118803,0.474926594149918,0.763846540681211,-0.0723955529719444,5,5,5,4,5,3.8,4.57142857142857,4.5,5,4
