"","id","Sexo","AEO01","AEO02","AEO03","AEO04","AEO05","AEO06","ACSF01","ACSF02","ACSF03","ACSF04","ACSF05","ACSF06","ACSF07","ACSF08","ACSF09","ACSF10","ACSF11","ACSF12","ACSF13","ACP01","ACP02","ACP03","ACP04","ACP05","ACP06","ACP07","ACP08","ACP09","ACP10","ACP11","ACP12","ACP13","ACP14","PPC01","PPC02","PPC03","PPC04","PPC05","PPC06","PPC07","PPC08","PPC09","PPC10","PPC11","PPC12","PPC13","PPC14","PPC15","PPC16","PPC17","PPC18","PPC19","EEC01","EEC02","EEC03","EEC04","EEC05","EEC06","EEC07","EEC08","EEC09","AEO","MP","MF","ACSF","AG","DV","ACP","AUTEN","BALAN","CRESC","EEC","ACSF_MP","ACSF_MF","ACP_total","ACP_AG","ACP_DV","PPC_total","PPC_AUTEN","PPC_BALAN","PPC_CRESC","EEC_total"
"41",41,1,5,5,5,5,5,4,5,4,4,4,4,4,4,5,1,3,2,1,1,5,5,5,5,5,5,3,5,5,3,4,5,5,5,5,5,5,5,5,5,2,3,5,5,3,5,2,5,5,1,5,5,5,4,4,4,4,4,4,4,4,4,0.628566556408988,0.110403842082823,-0.604323240829451,0.363870417911161,0.836938063769542,0.500300183197007,0.905394435619412,0.471607094925758,0.266364340814012,0.71686245285492,-0.0723955529719444,4.5,2,5,4,4.75,5,4.57142857142857,4.33333333333333,5,4
"42",42,2,5,5,4,3,3,4,3,3,4,3,3,4,2,5,3,3,4,1,4,3,2,1,3,1,2,3,1,3,4,2,4,2,5,5,5,2,5,5,4,5,4,3,3,5,3,5,2,2,3,5,3,3,4,4,4,4,4,3,4,4,4,-0.0647762643759901,-0.198615140153687,-0.049325517087591,-0.121242761345541,-1.46792923273539,-0.551682196490485,-1.48546833732338,-0.235776522874264,-0.262903784954845,-0.651035376222167,-0.142588918828887,4.5,3.5,2,2.5,3.5,3.71428571428571,4.42857142857143,3.83333333333333,2.5,4
"43",43,1,4,4,4,3,4,4,4,2,4,4,3,2,3,4,4,4,3,3,4,4,4,4,4,4,4,4,1,4,5,5,5,4,5,5,5,3,4,4,5,4,5,2,3,4,4,4,4,4,2,5,5,3,3,3,2,2,4,2,2,3,1,-0.277508966660151,-0.387370439430499,0.204632607435222,-0.353249553137588,-0.253324486780944,0.151654581440013,-0.211106609699597,-0.253966028112027,0.12978359875148,-0.480778013965513,-1.19692384280572,4,4,4,4,4.75,4.2,4.14285714285714,4.5,3,2
"44",44,1,4,4,4,3,4,3,2,5,4,5,4,4,3,3,3,1,3,2,1,3,4,1,3,4,4,3,5,3,3,4,3,4,4,5,3,4,4,3,3,2,5,4,4,2,3,1,4,4,2,2,3,4,4,4,4,4,5,4,3,3,3,-0.444541478239877,0.043642032121421,-0.508204958812418,0.265532927934929,-0.714911582219855,-0.32921015326593,-0.690154661130875,-0.475853619310618,-0.287869444686044,-0.449585044048888,-0.20764521407984,3.5,1,4,3.5,3.5,3.6,3.28571428571429,3.5,3.75,3.5
"45",45,1,5,4,3,5,4,5,4,3,1,1,3,5,1,5,4,3,5,2,5,5,5,2,5,5,5,4,5,3,5,5,5,3,5,5,4,4,5,5,4,5,2,3,4,4,5,5,5,4,2,3,3,5,3,4,2,4,5,4,5,1,5,0.131792529076855,-0.49518459021072,0.362676094385987,-0.557675637887487,0.572299810213297,0.296205535198846,0.47105579295431,-0.0410865449556377,-0.264792142949745,-0.00350711613434446,-0.346947827972257,3,4,4,4.5,4.5,4.2,4.42857142857143,3.66666666666667,4,4
"46",46,1,5,4,4,5,4,5,5,4,3,3,5,5,4,4,3,2,3,4,4,5,1,3,2,1,1,3,5,4,4,4,5,5,5,4,5,4,4,5,5,5,5,4,4,4,4,5,4,5,2,4,4,4,4,4,4,4,3,3,5,5,5,0.314927718073309,0.228249965955453,0.186048997028682,0.0721150989356005,-1.52013760219786,-0.315217817721421,-1.34817016580088,0.0500663606216862,0.268703178118976,0.0384020833408747,0.0573466656683545,3.5,3,3,2,4.5,4.33333333333333,4.42857142857143,4.5,4,4.5
"47",47,2,5,5,5,5,4,5,4,4,4,4,4,4,4,4,3,2,2,2,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,5,4,3,4,5,3,4,4,5,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,0.7945846801391,0.00968466976330346,-0.369233469357275,0.1610746298851,-0.415003034146511,-0.115769017125547,-0.391754353421581,-0.0194171689621521,-0.0906242991929708,-0.257827284557647,-0.0723955529719444,4,2,4,3.5,4,4.33333333333333,4.28571428571429,4,3.66666666666667,4
"48",48,1,4,5,3,4,4,3,4,4,1,1,3,2,1,3,4,1,4,3,4,5,5,3,3,2,2,3,5,2,5,5,5,2,3,1,4,5,5,4,4,4,5,2,4,5,3,4,4,4,4,4,5,5,5,5,4,4,4,4,1,4,2,-0.366283380344119,-1.12549933334158,0.0672350773141333,-0.719761873544503,-0.914589433275794,-0.286932966264111,-0.916702657391299,-0.228089952098532,0.220190523637683,-0.347152618897394,-0.0362589818464817,2,2.5,3.5,4,3.75,3.16666666666667,3.71428571428571,4.66666666666667,3.5,3.5
"49",49,2,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,3,5,1,5,1,1,1,5,3,5,5,5,4,5,5,4,5,5,5,4,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,4,0.135709806502452,1.17143713321803,0.712838591521376,0.294398257291352,0.0823437873084036,-0.43559629341083,-0.196048282412191,0.380284477058239,0.483176715422029,0.676460438029075,1.13431402062493,5,3,3,4,2,4.2,4.42857142857143,4.83333333333333,4.75,4.5
"50",50,1,4,4,4,5,5,5,5,3,5,5,3,3,3,5,2,1,2,3,4,3,4,4,4,4,4,3,5,4,4,5,4,4,3,4,5,3,4,5,3,5,5,5,5,5,5,5,5,5,1,4,2,5,3,3,2,2,4,3,2,3,3,0.277154982491874,0.0418768074904346,-0.217001837620997,0.124306249401981,-0.385308584745089,-0.0280171546029506,-0.331726052777321,0.413793071670398,0.21228908430643,0.530815670057718,-1.03907544792753,5,2.5,4,3.5,4,4.5,4.71428571428571,4,4.33333333333333,3
"51",51,1,5,5,5,5,4,4,4,4,4,4,4,4,3,4,3,2,4,2,3,4,4,4,4,4,5,3,4,3,3,4,5,5,5,2,4,4,3,4,4,3,4,3,4,2,4,4,3,4,2,4,3,3,4,4,4,4,3,1,3,2,4,0.476073866473605,-0.0383806768143467,-0.0634954100736697,-0.0136868738191693,-0.232703503440265,-0.0467060928915984,-0.170427652878126,-0.455886933581869,-0.414478958801743,-0.495821148665711,-0.491684217149435,4,2.5,4.5,3.5,4.25,3.2,3.42857142857143,3.33333333333333,3.5,4
"52",52,2,5,5,5,1,4,5,3,1,1,4,1,2,1,2,1,1,2,1,1,1,5,5,5,5,5,5,5,5,5,5,1,1,1,3,5,5,1,1,2,5,1,2,2,1,1,5,1,1,1,2,1,5,2,1,1,2,1,1,1,1,1,0.387189543596718,-1.04073165907884,-0.871660102472777,-0.314880734256721,1.07424616303043,0.417606772286871,0.825782886843194,-0.784704855087107,-1.38840832414446,-1.04337187943054,-1.92960758646975,1.5,1,3,5,3,2.85714285714286,3.28571428571429,1.16666666666667,2.66666666666667,1.5
"53",53,1,4,5,2,5,5,5,4,2,1,1,2,3,1,4,4,1,4,5,3,4,5,3,4,5,5,4,5,3,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,4,4,4,5,4,5,5,4,5,5,5,5,4,3,3,3,3,0.150164609189564,-0.972197617379111,0.322534236551893,-0.736401798139255,0.358543218366031,0.23228678497381,0.439709025314911,0.233738966285362,0.568094289627691,0.431803779850009,0.321571457982952,2.5,2,5,4.5,4.5,4.66666666666667,4.57142857142857,4.83333333333333,4.66666666666667,4
"54",54,1,5,5,5,5,5,5,5,3,2,2,3,3,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,2,2,3,1,3,2,1,5,5,5,5,5,5,5,2,2,2,5,5,5,5,1,5,4,4,4,4,4,4,4,4,4,4,4,1.00926747909532,-0.707815796344484,0.0441522225314376,-0.477338562045521,-1.1864081168279,-0.668476031360978,-1.19944421682296,-0.183046368972012,0.180845258553049,-0.00711919150883454,-0.0723955529719444,2.5,3,3,3,2,3.42857142857143,3.85714285714286,4.33333333333333,4,4
"55",55,1,2,4,3,5,5,4,5,3,3,4,4,4,2,2,4,5,4,2,2,4,4,2,2,4,4,4,2,2,1,2,3,2,2,4,4,4,4,3,2,2,2,4,4,2,1,1,2,2,4,3,2,1,4,4,4,4,4,3,4,3,4,-0.285209206766183,-0.221904911760123,0.138973216745951,-0.220373588630611,-0.698760245495392,-0.507938121837026,-0.762173293790694,-0.705855992913531,-0.845123608777662,-0.854535302130487,-0.201048700824937,2.5,3.5,3,4,2.25,2.5,3,2.33333333333333,2.75,4
"56",56,1,5,5,4,5,4,5,5,4,5,5,5,5,5,5,1,1,2,1,1,5,3,4,3,3,3,4,4,5,2,3,4,4,4,4,2,3,2,4,5,5,3,4,4,4,3,4,4,4,3,5,5,4,4,4,5,4,3,2,4,4,3,0.514827843956658,1.22329164632598,-0.921456998889313,1.26775745710664,-0.835631635957495,-0.181759146716907,-0.775615747746054,-0.241368320170082,-0.187841737768449,-0.337540465513929,-0.199510543544568,5,1,3.5,3.5,4,4.33333333333333,4,3.83333333333333,3.5,3.5
"57",57,1,4,5,3,4,4,4,5,5,5,5,5,5,5,5,3,3,2,2,2,4,4,3,4,3,4,3,4,4,4,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,4,4,5,5,1,3,4,5,2,3,4,3,4,1,2,4,3,-0.199115699503438,1.2037870137251,-0.312310637837734,0.791646000499249,-0.579561126822538,0.0554621448907561,-0.466575786408261,0.427901087905995,0.559495885851732,0.290667734669754,-0.915112346174121,5,2.5,4.5,3.5,4.75,4.25,4.71428571428571,4.83333333333333,4.25,2.5
"58",58,1,2,4,4,4,5,4,4,2,2,1,2,2,1,3,4,4,1,4,4,4,4,2,4,5,4,4,4,4,4,5,5,5,5,5,4,3,2,4,4,3,4,3,3,3,2,2,2,3,3,3,3,5,4,4,5,4,4,1,3,3,3,-0.253052000784895,-1.04477432405814,0.136695975721381,-0.701937476664662,-0.0865838295012472,0.20093322699053,0.0306786815903417,-0.49817093511166,-0.511156575834826,-0.834406009126813,-0.310150259346611,2.5,4,4.5,4,4.75,4,3.85714285714286,3.16666666666667,2.66666666666667,3.5
"59",59,1,4,5,4,4,4,4,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,3,2,5,5,3,4,4,4,5,-0.0449120600049159,-0.207880569266838,0.0360701331116602,-0.144480009924505,-0.502551607756051,-0.238137508452296,-0.490557340676841,-0.253709572710926,-0.200794991097895,-0.211806649173678,-0.0911651176577604,3.5,3,4,3.5,3.75,4,4,3.83333333333333,4,4
"60",60,1,4,4,4,4,4,4,5,5,1,1,1,5,1,5,5,5,5,5,1,5,5,1,5,5,5,3,5,1,1,1,5,1,5,4,5,2,4,4,2,4,5,5,5,2,2,5,2,5,2,5,5,5,5,5,5,5,5,5,1,3,3,-0.202946005922699,-0.724943670694647,0.801544914837592,-0.781901659654658,0.163904454857712,-0.248372913696885,-0.0834570192114019,0.143969023718132,0.115136795019078,-0.196496969797112,0.470633957830787,3,3,3,4,3,4.66666666666667,4.57142857142857,3.83333333333333,3,4
"61",61,1,4,5,5,4,5,5,5,5,5,5,4,3,5,4,3,1,4,5,3,5,5,5,4,5,4,5,5,3,4,4,5,5,5,1,5,2,5,5,5,5,5,2,4,3,5,1,5,5,2,5,5,5,2,4,5,5,4,1,5,1,1,0.536866746102815,0.186019305049312,0.302805496571766,0.0350143854357235,0.311104599842798,0.110103227797512,0.352307452377516,0.0532892780318857,0.388746106681371,-0.303254174204299,-0.437973278372288,4.5,2,5,5,4.25,3.33333333333333,4.28571428571429,4.66666666666667,3,1.5
"62",62,2,1,4,2,1,3,3,3,2,2,2,2,2,2,3,3,4,3,2,5,3,3,1,2,1,1,1,2,1,4,3,2,3,3,5,5,5,3,5,5,5,5,5,5,4,4,3,3,4,1,3,5,3,5,5,5,5,5,5,3,4,4,-1.13619596934327,-0.823777096811955,0.16067385532091,-0.669993172565248,-1.85450470522707,-0.942392273050396,-1.85805541255435,0.226455176839632,0.259934256466176,0.269316214828628,0.761053570622294,2.5,4.5,3,2,2.25,4,4.42857142857143,4.33333333333333,4.25,4.5
"63",63,2,4,4,4,5,4,4,4,4,5,1,5,5,4,5,4,3,4,3,5,1,3,1,4,5,4,1,1,3,5,5,5,4,1,4,3,4,4,4,5,5,3,3,3,2,4,3,4,4,1,4,3,4,3,3,3,4,3,4,1,3,1,-0.0803764189847143,0.403665458135061,0.348412141371996,0.0832046624235487,-0.551597593450034,-0.133167195645852,-0.459348177916296,-0.428257246178326,-0.398831477877466,-0.442216002785265,-0.91825828095871,5,4,3.5,2,3.5,4,3.85714285714286,3.5,3.66666666666667,2
"64",64,1,5,5,4,4,4,4,4,3,4,4,4,4,4,5,2,1,4,1,1,5,4,2,3,3,2,3,5,2,4,5,5,3,3,4,4,4,4,4,5,4,3,3,4,3,3,3,3,4,2,4,5,4,4,4,4,3,4,2,4,4,4,0.111062634201659,0.109770286565633,-0.5660003725189,0.357968692561696,-0.99218103555957,-0.309195209630774,-0.956443895075747,-0.314093113430536,-0.186860063967016,-0.518576696618271,-0.361806124131732,4.5,1,3.5,3.5,3.75,4,4,4,3.33333333333333,4
"65",65,1,2,4,2,3,4,4,5,5,5,5,5,5,1,5,2,1,2,1,1,5,3,3,4,4,3,2,4,3,2,3,5,4,5,5,5,3,2,4,2,5,5,2,5,2,3,5,5,4,3,3,2,4,2,4,5,3,2,4,1,3,3,-0.702224122069976,0.812092698036034,-0.912302900594247,1.0132419100489,-0.787438835370009,-0.262938866324556,-0.763238042356527,-0.0361418076507298,-0.346203783076136,-0.388223595410745,-0.663888268582107,5,1,3.5,2.5,4,4,4.42857142857143,2.83333333333333,3.4,2.5
"66",66,1,3,5,4,5,4,5,3,1,5,5,4,4,4,4,3,3,2,4,1,5,1,5,3,3,1,3,1,3,5,5,4,5,4,4,5,5,1,5,5,5,5,4,5,4,5,4,5,4,1,4,4,1,3,4,4,4,4,1,3,5,4,0.1995981941471,0.257637406613925,-0.0882301862023805,0.262887081525214,-1.15094632692633,-0.328532206558939,-1.01049310402806,0.135230916948835,0.0402673668100449,0.350187922502224,-0.403127280939539,4.5,2,3,2,4,2.8,4.14285714285714,3.83333333333333,4.66666666666667,3.5
"67",67,1,5,5,2,4,4,4,3,1,1,3,3,4,3,5,2,3,3,1,1,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,4,3,4,3,4,3,2,5,3,4,3,4,3,2,5,4,4,4,4,4,4,4,4,4,5,4,-0.168773453042598,-0.382368845379465,-0.463495223416833,-0.0238853130430412,0.941698436453521,0.667672489863498,1.0593106619265,0.00148828625814187,-0.406722276500526,-0.386438539690184,-0.0102468414507258,3,2,5,4,5,4.2,4.57142857142857,3.16666666666667,3.33333333333333,4
"68",68,1,2,5,2,5,4,5,5,5,5,5,3,5,3,5,1,1,1,1,1,3,5,3,5,4,3,3,5,3,3,5,5,3,5,5,5,3,5,5,5,5,5,5,5,5,3,2,2,5,1,5,5,4,4,5,4,4,5,4,4,4,3,-0.158755127418026,0.435280806702178,-1.22652315704096,0.813318405198312,-0.236831052574018,0.0551098289086852,-0.26399781523261,0.427681826378985,0.68651384337555,0.0166109697643138,0.0760540737885566,5,1,4,4,4.5,4.66666666666667,4.85714285714286,5,3.25,3.5
"69",69,2,2,4,4,4,4,4,4,4,5,5,5,5,4,4,2,2,2,2,1,5,4,4,4,4,4,4,4,4,5,4,5,4,1,5,2,4,3,4,3,4,4,4,4,4,4,2,4,2,2,3,4,4,4,4,4,4,4,4,4,4,4,-0.37301697169697,0.820291819263213,-0.494686603938208,0.77183135327845,-0.326503463346176,-0.0667500502855825,-0.27171302152064,-0.366759220884411,-0.390091427231335,-0.304384450573528,-0.0723955529719444,4.5,1.5,4,4,3.5,3.5,3.71428571428571,3.33333333333333,4,4
"70",70,2,5,4,4,5,4,4,4,5,3,4,4,5,1,5,3,1,1,1,1,5,5,4,4,4,4,3,3,4,4,4,4,4,4,4,5,4,4,4,5,5,5,4,3,4,5,4,4,5,4,4,4,4,3,3,4,4,4,2,3,3,3,0.0772683956431071,0.106056630503679,-1.21604234163342,0.552668007225166,-0.250053334188668,-0.0697980666692101,-0.245046780101511,-0.14463694401647,0.221452412562085,0.0182013708482922,-0.670579602067375,4,1,4.5,4,4,4.33333333333333,4.14285714285714,4.5,4.25,3
"71",71,1,4,5,4,4,4,4,5,4,4,4,4,5,4,4,2,4,4,2,1,5,4,4,4,4,3,3,5,4,4,5,5,5,5,1,3,5,4,1,4,1,2,5,5,4,4,1,5,5,1,5,5,4,4,5,4,5,5,2,4,5,5,-0.0449120600049159,0.205024132105253,-0.060374167421755,0.187739826115033,-0.469751052648622,0.0877992389568373,-0.354295519307015,-0.267949580116681,-0.10814985768733,0.145093696667487,0.407243915496428,4,2.5,4.5,3.5,4.75,3.42857142857143,2.85714285714286,4,4.75,4.5
"72",72,1,5,4,4,5,5,5,5,3,2,5,3,5,3,5,1,3,1,4,5,5,5,3,4,5,3,5,1,5,3,5,5,5,5,5,5,4,4,4,4,2,2,5,5,2,5,1,5,2,2,5,2,5,5,4,5,4,5,5,4,5,5,0.459870320537518,0.124071422714584,0.135274065816752,-0.017885681382245,0.139024287061271,0.407705054245021,0.271812583631714,0.144013654947335,-0.530963136543076,0.265816000058513,0.622108988972023,3.5,4,5,5,5,3.8,4.42857142857143,2.66666666666667,4.66666666666667,5
"73",73,2,4,4,2,4,2,2,4,4,3,4,4,4,3,4,3,3,3,3,2,3,4,3,4,4,3,3,4,3,3,4,4,2,4,4,5,3,4,4,4,4,4,4,4,4,3,2,3,4,4,4,4,4,3,4,4,3,3,3,4,3,3,-0.854812834307831,-0.111084902156224,-0.0311052449812882,-0.0494285432340194,-0.636591831316946,-0.27575864267452,-0.678318018979776,-0.232603675359101,-0.169954394281229,-0.459992401713664,-0.622765843192837,3.5,2.5,3,3.5,3.75,4,4.14285714285714,4,3.33333333333333,3
"74",74,2,3,2,4,4,4,4,4,3,2,3,2,2,3,3,3,3,3,3,2,3,3,3,2,2,3,3,4,2,2,3,4,3,3,2,2,3,3,3,5,4,5,2,2,5,3,3,3,5,4,3,4,3,2,3,4,2,1,1,1,4,2,-0.479642310625533,-0.725117938650153,-0.0212392402314122,-0.442984723675547,-1.20109623353835,-0.579916781721259,-1.20089973554034,-0.751510551359275,0.0204291758285223,-0.861729657307061,-1.20487080636245,2.5,2.5,3,3,3,3.4,2.71428571428571,4.5,2.66666666666667,2
"75",75,1,5,5,4,5,4,5,5,4,4,4,4,4,4,5,3,2,1,1,1,5,4,5,5,4,4,4,4,3,5,5,5,4,5,4,4,5,5,5,4,5,4,5,5,3,4,2,5,4,4,4,5,5,3,4,3,3,3,5,5,4,4,0.514827843956658,0.114726540049308,-0.914110477206108,0.477979450520931,-0.0604474742222032,0.10747383449751,-0.0518499346192942,0.277260594084391,0.119770376880067,0.456272524822465,-0.416920263209056,4.5,1.5,4,4,4.5,4.33333333333333,4.57142857142857,4.16666666666667,4.75,3.5
"76",76,1,4,2,4,5,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,4,1,5,5,4,5,5,3,1,3,5,2,5,4,3,3,4,3,3,4,3,4,3,4,-0.0572666877120425,1.23406758525456,-1.25228741351879,1.46198855175864,1.37987806425066,0.81400179156019,1.49303352563481,0.12030292790938,0.0460532488614681,-0.245689344103199,-0.614842828855635,5,1,5,5,5,4.25,4.57142857142857,3.66666666666667,3.66666666666667,3.5
"77",77,1,5,3,5,5,5,5,5,1,1,3,3,5,5,5,5,1,1,5,3,3,4,1,4,4,4,1,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,1,5,1,1,5,5,5,5,4,3,4,2,3,0.541928741870692,-0.0832465114926385,-0.0980114786001141,0.0255365688732996,-0.717143809932997,-0.269231283561482,-0.810103977593728,0.275888703577788,0.30690613152415,0.201973649112657,0.327276210050583,3,2,2.5,2.5,4,3.33333333333333,4.42857142857143,4.33333333333333,4,4
"78",78,2,1,1,1,1,1,1,5,4,4,5,4,4,5,5,1,1,3,3,1,5,5,4,5,5,4,4,4,2,3,5,5,3,5,1,1,5,2,5,5,2,5,5,5,2,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,-2.0976893736814,0.32429427411857,-0.362897669600462,0.434625436661829,0.351339874421102,0.141160157773834,0.263034759328657,0.0162318050842982,-0.0636459579695278,0.566953672819406,1.4835373091644,4.5,1,4,4.5,4.25,3.33333333333333,3.42857142857143,3.33333333333333,5,5
"79",79,2,5,5,5,4,4,5,5,1,5,5,5,5,4,5,5,5,5,4,1,5,5,5,5,5,5,1,5,1,5,4,5,4,5,1,2,4,2,5,4,1,1,2,3,2,5,1,4,5,1,2,1,2,4,4,4,4,3,3,3,3,3,0.585780105205325,0.9969162687685,0.531398728675384,0.382657074807733,0.36121736030879,-0.0473602743968802,0.243119075981811,-0.83564788790348,-0.81587999472505,-0.731271723738076,-0.408486831411453,5,3,4.5,3,3.75,2.83333333333333,2.28571428571429,2.5,3.75,3.5
"80",80,2,2,1,2,4,3,3,4,4,4,4,4,4,4,5,2,3,2,4,3,4,5,3,4,4,4,2,2,2,2,5,5,5,5,4,4,4,4,2,5,5,4,4,5,2,4,4,4,4,3,4,4,4,3,4,4,4,5,3,4,4,4,-1.11360113830867,0.100598364815613,0.0730293481052652,0.0530289670653736,-0.361886072541136,-0.0672623683033855,-0.288269480343847,-0.102049005040538,-0.148623917412267,-0.113085522700766,-0.217911282411771,4.5,3,5,3.5,4.25,4,4,3.83333333333333,4,3.5
"81",81,2,3,4,5,5,5,5,4,3,4,4,4,4,2,4,5,5,5,5,4,3,3,2,3,3,3,3,5,3,3,3,5,3,5,3,3,3,5,4,4,3,5,4,4,4,3,3,3,5,2,2,4,2,4,4,4,4,4,1,3,1,3,0.37191971275745,-0.0893851325529779,1.08279621937966,-0.480367357491044,-1.02749433311542,-0.331546656552411,-1.02555085824598,-0.509876516614468,0.0919563906578277,-0.516381315810914,-0.572299212651419,4,4.5,3,3,4,3.5,3,4.5,3.33333333333333,3.5
"82",82,1,5,4,4,5,5,5,5,5,5,5,5,5,1,5,5,1,5,5,1,5,5,1,1,5,1,1,5,5,1,5,5,1,5,4,5,4,1,2,5,4,3,2,1,3,3,2,2,4,1,5,5,4,2,3,4,4,5,3,3,3,3,0.459870320537518,0.783457302471536,0.300432734986952,0.41822232973961,-0.699222428201322,0.144900973465519,-0.711245216412736,-0.639889196192753,-0.418822682586146,-0.871460126791487,-0.637922090798046,5,1,3,3,5,4.33333333333333,3.57142857142857,3.5,2.75,2.5
"83",83,2,5,5,5,4,5,5,5,4,5,5,4,5,2,5,1,3,3,3,2,5,4,4,3,3,4,4,4,3,2,1,5,4,5,4,5,3,5,5,5,1,5,5,5,4,4,5,5,5,4,4,5,5,4,4,4,5,5,3,3,2,4,0.75508805524764,0.538711180452424,-0.0415426355257304,0.356145075750924,-0.674444132573929,-0.31279909148465,-0.686559829424019,0.260200437498215,0.578808965762954,0.377767004847724,-0.0615015183961666,5,2.5,4,4,3.5,4.5,4.14285714285714,4.83333333333333,4.25,4
"84",84,1,4,5,2,3,4,4,5,5,1,4,4,5,5,5,1,3,3,1,3,5,4,2,4,3,3,4,1,2,3,4,5,5,5,2,5,2,2,5,5,5,2,5,5,4,5,2,4,4,1,5,3,4,1,1,1,1,4,1,1,1,1,-0.388330148061136,0.166017434154178,-0.278696851671654,0.221029697582016,-0.763946167274758,-0.279605918772872,-0.691870275718785,0.141115201467314,-0.305499158431851,0.0354363562069627,-2.22157932946652,3,3,4.5,4,4,3.6,4.42857142857143,3.33333333333333,4,1
"85",85,1,4,4,4,5,4,4,4,3,3,3,3,3,2,3,4,4,3,5,5,4,4,4,5,5,3,2,4,3,5,5,5,4,3,5,5,3,2,4,2,5,4,4,3,5,4,1,4,4,1,5,4,4,5,4,5,5,4,4,3,4,4,-0.0803764189847143,-0.532843825925042,0.682986816652759,-0.668412425365972,-0.193978932227349,0.00531704371163492,-0.146994696853194,-0.179039450261791,-0.237694964728127,-0.332180570593445,0.373761658269082,3,4.5,4,3,4,4.5,4.42857142857143,3.5,3.66666666666667,4.5
"86",86,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,5,5,1,5,5,5,1,5,1,5,5,5,5,5,5,5,5,1,5,5,5,4,5,5,1,4,5,4,5,5,5,4,5,5,5,5,5,4,4,1,4,4,1.00926747909532,1.23406758525456,-1.25228741351879,1.46198855175864,0.119207899769393,-0.0151976072403631,0.163869883254915,0.528647340652669,-0.0481618479034278,0.538304825783934,0.464343686212314,5,1,5,3,4,5,5,3.33333333333333,4.66666666666667,4.5
"87",87,1,5,4,5,5,2,4,1,2,1,1,1,2,3,5,5,1,3,3,1,3,5,4,4,5,5,5,5,5,4,4,5,5,5,1,4,4,4,4,4,2,4,4,4,2,4,3,4,4,1,4,4,3,5,4,4,4,4,4,4,3,3,0.128633843334689,-1.09618072375357,-0.337608641680323,-0.443434552114492,0.622279049366501,0.434284286090898,0.716642108345415,-0.444593945005564,-0.293093388182359,-0.29985592152527,-0.0508134089001,3,1,5,5,4.75,2.83333333333333,3.14285714285714,3.66666666666667,4,4
"88",88,2,4,4,4,4,4,3,3,3,3,4,3,3,3,4,4,3,4,5,5,3,4,3,4,4,4,1,3,3,3,3,4,3,2,3,4,3,2,3,4,2,4,4,3,3,4,1,3,3,2,3,3,4,4,4,4,3,4,3,3,3,4,-0.37437623894069,-0.359205151847339,0.726775202695616,-0.567407225891526,-0.662614439827359,-0.365576817462898,-0.688156490740635,-0.635347803372755,-0.521157875721869,-0.621691725072718,-0.418178428501256,3.5,4,3.5,2.5,3,3.33333333333333,3.14285714285714,3.16666666666667,3.5,4
"89",89,1,4,5,4,4,4,4,5,5,1,5,5,5,5,5,1,1,1,1,1,5,1,5,5,5,5,1,5,1,1,1,5,1,5,4,3,4,2,3,4,3,2,3,2,2,4,3,3,3,3,3,3,2,1,1,1,1,2,1,1,2,2,-0.0449120600049159,0.619770470271498,-1.23242046318031,1.00913017455599,-0.241465937232447,-0.371130755003871,-0.419777228732941,-0.813370193527754,-0.767971594680731,-0.703698812103638,-2.03841184741387,3,1,1,1,3,3,2.85714285714286,2.66666666666667,3.5,1.5
"90",90,1,5,4,4,5,4,5,4,4,4,5,4,5,5,5,2,2,2,1,1,4,4,5,5,5,4,3,5,4,4,4,5,4,5,5,3,4,2,4,2,4,1,4,4,1,4,4,4,1,2,5,4,5,4,4,4,3,4,4,5,5,4,0.314927718073309,0.585855856481378,-0.702747860140439,0.726972955689303,0.148130863802616,0.161549024748005,0.139869785628163,-0.251847657179722,-0.930883316981087,-0.263114165972196,-0.0999747651140101,4.5,1.5,4,3.5,4.5,3.33333333333333,4.28571428571429,1.83333333333333,4,4
